,timestamp,KOZAL.E_price_change,KOZAA.E_price_change
0,2022-02-24 07:30:05.731374,0.6825938566553003,0.0
1,2022-04-13 07:00:01.493079,0.5208333333333259,1.6139444803098701
2,2022-04-13 07:00:01.840471,0.6964596633778353,1.6139444803098701
3,2022-06-30 14:48:59.541987,0.7075471698113178,0.15649452269170805
4,2022-07-01 07:01:03.182721,0.5067567567567544,-0.8166295471417895
5,2022-07-04 07:00:11.716790,0.8403361344537785,-0.0717360114777632
6,2022-08-10 07:00:17.476393,1.0152284263959421,0.0
7,2022-09-07 07:00:00.388356,0.6238303181534732,-0.73260073260073
8,2022-09-15 14:36:53.151265,0.5232862375719627,0.0
9,2022-09-20 07:00:00.326212,0.5056179775280834,1.7844396859386213
10,2022-11-22 11:06:32.687511,0.6861682918021028,0.09940357852882276
11,2022-11-22 14:52:35.710224,0.694444444444442,0.09813542688910104
12,2022-11-25 07:09:54.837163,0.7025761124121788,0.2983802216538711
13,2022-11-25 07:09:54.838648,0.9953161592505921,0.2983802216538711
14,2022-11-25 07:10:03.553697,0.7005253940455258,0.34028073160357053
15,2022-11-25 07:10:03.557091,0.7280139778683692,0.34028073160357053
16,2022-11-25 07:10:03.563108,1.224132905858344,0.34028073160357053
17,2022-11-25 07:10:03.564160,1.544289044289049,0.34028073160357053
18,2022-11-25 07:10:03.565382,1.6321772078111252,0.34028073160357053
19,2022-11-25 07:10:09.995215,1.3119533527696792,0.2969876962240159
20,2022-11-25 07:10:10.293185,1.282424948994465,0.2969876962240159
21,2022-11-25 07:10:17.268274,1.0449927431059436,0.6339814032121804
22,2022-11-25 07:10:17.271246,1.0724637681159388,0.6339814032121804
23,2022-11-25 07:10:17.272095,1.0724637681159388,0.6339814032121804
24,2022-11-28 07:17:03.029909,0.5369928400954738,0.1818181818181719
25,2022-11-28 08:25:57.190044,0.588235294117645,0.1853568118628468
26,2022-12-02 07:00:46.571684,0.5016302984700349,0.3883495145631022
27,2022-12-06 07:00:12.006565,0.5119913769873419,-0.41356492969395475
28,2022-12-06 07:00:20.337386,0.5661903478026531,0.16563146997929934
29,2022-12-06 07:01:19.223162,1.4693651233712135,0.20876826722338038
30,2022-12-06 07:01:49.585984,0.5867560771165126,-0.3770423125261768
31,2022-12-06 07:01:50.435215,1.6661959898333745,-0.33514872224549297
32,2022-12-06 07:24:05.060831,0.9021323127392122,-0.12722646310432406
33,2022-12-08 07:11:43.023774,0.6521122767224163,0.1325673884224443
34,2022-12-08 07:13:27.061576,0.5638567803777805,-0.17574692442883233
35,2022-12-08 07:16:19.192320,0.6961849067112169,0.21949078138718825
36,2022-12-08 07:16:40.218573,0.6107717934480839,0.17497812773403787
37,2022-12-08 08:15:10.032382,0.7886435331230235,0.29021558872304176
38,2022-12-08 08:15:15.088884,0.5238344683080154,-0.4571903574397407
39,2022-12-09 07:06:54.305700,1.2417638114546437,0.6849315068493178
40,2022-12-09 07:07:14.497527,0.9336361342417332,0.19474196689386325
41,2022-12-09 07:07:21.478003,0.5277707966825806,-0.3891050583657574
42,2022-12-13 10:51:15.101707,1.0309278350515427,0.4405286343612369
43,2022-12-13 10:51:15.105401,0.9684731094168564,0.4405286343612369
44,2022-12-13 10:51:18.644421,0.8865979381443401,0.35149384885764245
45,2022-12-13 14:59:36.962879,0.7639892628535927,0.267618198037467
46,2022-12-13 14:59:41.962186,0.577081615828523,0.17825311942958333
47,2022-12-15 13:04:39.042192,0.9490940465918918,0.2803738317757043
48,2022-12-15 13:05:08.717872,0.6436387041407476,0.09337068160597539
49,2022-12-15 14:25:29.905378,0.8156256707448017,0.5565862708719838
50,2022-12-19 07:00:13.563969,0.5356407086938519,-0.7299270072992803
51,2022-12-27 07:00:02.917011,0.776791376030439,1.9163763066202044
52,2022-12-27 07:00:06.297786,0.7930214115781098,0.8620689655172376
53,2022-12-27 07:00:31.307867,0.6240249609984483,-0.8561643835616417
54,2022-12-27 07:00:38.042554,0.6241223279762842,0.6831767719897464
55,2022-12-27 07:00:38.420159,0.5299251870324095,-0.5115089514066584
56,2022-12-27 07:14:00.607499,0.6153846153846176,-0.41425020712511085
57,2022-12-27 07:14:00.608339,0.599907706506686,-0.41425020712511085
58,2022-12-28 08:39:16.876014,0.6817426005986116,-0.4761904761904745
59,2022-12-28 08:39:16.876692,0.9983361064891838,-0.4761904761904745
60,2022-12-28 09:29:05.061830,0.5538361296628214,0.18365472910928382
61,2022-12-29 07:00:00.525870,1.0452961672473782,-0.8746355685131268
62,2022-12-29 07:00:58.577131,0.5291005291005346,0.19627085377822429
63,2022-12-29 07:04:22.442226,0.6963533076782102,-0.3984063745019917
64,2022-12-29 11:02:36.662479,0.5255127987794594,0.18331805682860747
65,2022-12-29 12:25:31.948973,0.5576542543622942,0.09551098376312517
66,2022-12-29 14:25:10.061133,0.7634943181818121,0.09319664492077884
67,2022-12-30 07:00:02.779216,0.5434782608695565,0.46511627906977715
68,2022-12-30 07:06:35.932725,0.5260293850897879,-0.09302325581395099
69,2023-01-02 07:00:04.004047,1.379310344827589,-0.4608294930875667
70,2023-01-02 07:00:04.169756,0.5977796754910392,-0.4608294930875667
71,2023-01-02 07:00:07.629139,0.6837606837606813,0.2759889604415866
72,2023-01-02 07:00:08.275881,0.5119453924914641,0.2759889604415866
73,2023-01-02 07:00:22.091006,0.6490179333902724,0.2759889604415866
74,2023-01-02 07:00:55.907270,0.6560773480662974,-0.09199632014720294
75,2023-01-03 10:33:24.376645,0.5781250000000071,0.17969451931716396
76,2023-01-05 14:01:41.089132,0.5317263381779513,0.4922067268252617
