,timestamp,FROTO.E_price_change,TOASO.E_price_change
0,2022-01-14 07:05:51.761850,0.5116959064327409,0.0
1,2022-01-24 11:13:56.014348,0.6155108740254489,-0.06770480704130222
2,2022-01-25 09:36:17.343321,0.577081615828523,0.06720430107527431
3,2022-01-26 07:02:04.901248,0.6947282386595921,0.19379844961240345
4,2022-02-24 07:30:01.116861,0.5446166736489344,0.7452574525745215
5,2022-02-24 10:11:58.485070,0.7903494176372705,-0.06724949562877391
6,2022-02-25 07:00:00.210340,0.8130081300812941,0.45992115637318864
7,2022-02-25 07:00:53.854111,0.6860371267150889,0.0
8,2022-03-04 07:00:01.530531,0.5430566330488773,0.2602472348731233
9,2022-03-15 07:03:46.555458,0.5169867060561328,-0.12682308180089752
10,2022-04-25 07:00:10.707814,0.536732640053672,0.37037037037037646
11,2022-07-13 12:30:35.889835,0.525722868944789,0.08071025020177647
12,2022-08-19 10:09:29.739577,0.5570214013485675,"Series([], dtype: float64)"
13,2023-01-09 07:00:09.924052,0.583618434292621,-0.12048192771083599
14,2023-01-09 07:00:13.590903,0.5417335473515195,0.18072289156625398
15,2023-02-06 14:01:47.314044,0.8909548711989235,0.0
16,2023-02-07 07:00:02.369822,0.5838041431261765,-0.5256241787122251
17,2023-02-07 07:00:07.815511,0.9243538954914143,-0.5256241787122251
18,2023-02-07 07:13:10.028297,0.7665772326561848,-0.33025099075296716
19,2023-02-07 07:36:47.117135,0.558121632024644,0.0
20,2023-02-07 11:31:26.508095,0.5258899676375384,0.0
21,2023-02-08 07:00:01.805346,0.6365503080082213,-3.5555555555555562
22,2023-02-08 07:00:12.936761,1.0309278350515427,-1.924500370096216
23,2023-02-15 07:00:01.571168,0.8094879518072196,1.2303485987696483
24,2023-02-15 07:00:02.687602,1.132075471698113,0.7482993197278853
25,2023-02-15 07:00:05.041975,0.7547169811320753,-0.7482993197278853
26,2023-02-15 07:17:05.030826,1.0980689132904287,0.0
27,2023-02-15 07:17:05.034541,1.2466943709860123,0.0
28,2023-02-15 07:17:05.223259,0.5501802314551218,0.0
29,2023-02-15 07:17:05.281597,0.5501802314551218,0.0
30,2023-02-15 07:17:36.135013,0.5639097744360999,0.13245033112583293
31,2023-02-16 07:00:16.929111,0.5119453924914641,-0.5504587155963359
32,2023-02-16 07:00:48.814622,0.5460750853242269,0.5497861942577842
33,2023-02-16 07:01:07.126796,0.5129081894340803,0.30413625304135383
34,2023-02-16 07:01:08.926263,0.5982905982905962,0.30413625304135383
35,2023-02-16 07:01:16.803733,0.5122950819672178,0.42553191489360653
36,2023-02-16 08:41:36.390766,0.5989110707804057,0.19646365422396617
37,2023-02-17 07:02:27.989066,0.6039531478770233,0.31948881789136685
38,2023-03-13 07:00:03.361246,0.5150357202193145,-0.20703933747412417
39,2023-03-13 07:00:05.805306,0.5986032590621804,0.20703933747412417
40,2023-03-13 07:00:08.806344,0.5133300215267367,-0.2589331952356222
41,2023-03-13 07:00:09.362389,0.5632869449966771,-0.20714655618849775
42,2023-05-11 11:27:23.690197,0.802854594112401,0.05213764337852478
43,2023-05-11 11:49:49.271884,0.8950948800572789,0.052246603970740324
44,2023-05-12 07:05:54.114952,0.8032814903435215,-0.1491795126802531
45,2023-05-22 14:37:00.514257,0.6037735849056647,0.16059957173446548
46,2023-05-22 14:39:01.283628,0.6407840180927327,0.16059957173446548
