,timestamp,TOASO.E_price_change,FROTO.E_price_change
0,2022-01-03 07:17:26.229812,0.45132172791746417,0.0
1,2022-01-03 07:19:28.263877,0.31347962382444194,0.0
2,2022-01-03 07:19:34.834193,0.31347962382444194,0.041528239202648365
3,2022-01-03 08:54:13.274051,0.37641154328733606,0.0
4,2022-01-03 13:16:08.974620,0.3030303030302939,"Series([], dtype: float64)"
5,2022-01-04 10:15:08.207188,0.34822983168891763,"Series([], dtype: float64)"
6,2022-01-04 12:42:15.804630,0.41420118343196144,0.15816528272043495
7,2022-01-05 14:02:52.575212,0.45351473922903285,0.03877471888329431
8,2022-01-07 11:38:59.516787,0.5260081823495133,0.0
9,2022-01-10 07:00:03.588609,0.4098360655737654,-0.19349845201237503
10,2022-01-10 07:07:43.212455,0.4115226337448652,-0.038850038850046786
11,2022-01-11 07:27:41.716671,0.35799522673030104,"Series([], dtype: float64)"
12,2022-01-11 07:29:39.072474,0.538599640933568,0.07977662544873532
13,2022-01-11 07:44:37.202219,0.35842293906809264,0.12000000000000899
14,2022-01-11 07:47:46.843387,0.4184100418409997,"Series([], dtype: float64)"
15,2022-01-11 08:06:09.705216,0.35842293906809264,0.0
16,2022-01-11 08:22:12.442524,0.30211480362538623,0.08103727714747766
17,2022-01-11 09:02:33.434719,0.36496350364962904,0.04042037186742231
18,2022-01-11 09:06:08.268548,0.42604990870358517,0.16227180527383922
19,2022-01-11 11:18:15.820294,0.3026634382566673,-0.04001600640255454
20,2022-01-12 07:12:01.185966,0.591715976331364,0.07733952049497894
21,2022-01-12 07:12:08.923725,0.591715976331364,0.11591962905719289
22,2022-01-12 13:49:47.743361,0.30229746070133956,0.0
23,2022-01-12 13:50:17.273918,0.30211480362538623,"Series([], dtype: float64)"
24,2022-01-13 07:01:25.152493,0.41346721795629815,0.1547987616099089
25,2022-01-13 14:16:20.649010,0.48484848484848797,-0.11061946902655162
26,2022-01-13 14:16:20.650532,0.36275695284160303,-0.11061946902655162
27,2022-01-13 14:16:26.116291,0.7237635705669376,-0.11061946902655162
28,2022-01-13 14:16:35.948246,0.7237635705669376,0.03688675765400884
29,2022-01-18 11:53:31.671761,0.43695380774031456,0.037950664136632284
30,2022-01-19 07:00:10.615601,0.3898635477582957,-0.19786307874951614
31,2022-01-19 07:06:00.191659,0.5806451612903274,0.07782101167315147
32,2022-01-19 07:27:12.249716,0.6510416666666741,0.03892565200467324
33,2022-01-19 07:27:25.808300,0.6497725795971521,0.077911959485788
34,2022-01-19 07:28:49.531327,0.38860103626943143,0.0
35,2022-01-20 12:02:31.983911,0.3731343283582156,0.07507507507507061
36,2022-01-20 12:19:26.359977,0.30693677102517913,0.0
37,2022-01-20 14:31:05.258500,0.3215434083601254,0.0
38,2022-01-20 14:41:46.738654,1.0230179028132946,0.0
39,2022-01-21 07:00:02.073485,0.7092198581560183,-0.5392912172573094
40,2022-01-24 07:00:10.215111,0.3916449086161844,-0.07861635220125507
41,2022-01-24 10:33:16.903992,0.40160642570281624,-0.040322580645169026
42,2022-01-24 11:39:04.130853,0.8174386920980936,0.04116920543433267
43,2022-01-25 07:00:00.868499,1.2482662968099856,-0.5754212905877409
44,2022-01-25 09:17:31.136368,0.6160164271047153,0.08375209380233617
45,2022-01-26 07:00:43.910343,0.3215434083601254,0.16240357287859997
46,2022-01-26 11:37:48.020317,0.5725190839694694,"Series([], dtype: float64)"
47,2022-01-27 09:23:00.817586,0.5312084993359889,0.040584415584410394
48,2022-01-27 11:21:43.585172,0.5291005291005346,0.0
49,2022-01-27 12:58:55.730827,0.39630118890356947,"Series([], dtype: float64)"
50,2022-01-27 13:05:40.524721,0.3937007874015741,0.08123476848092004
51,2022-01-31 07:00:00.596215,1.0830324909747224,0.19888623707240427
52,2022-01-31 07:00:01.456380,0.4186602870813294,0.19888623707240427
53,2022-01-31 07:01:19.708679,0.35906642728904536,0.15873015873015817
54,2022-01-31 11:42:44.975313,0.3712871287128605,"Series([], dtype: float64)"
55,2022-01-31 11:44:39.292562,0.5555555555555536,0.07980845969672856
56,2022-01-31 13:06:37.653931,0.565681961030795,"Series([], dtype: float64)"
57,2022-02-02 09:40:37.172333,0.7334963325183352,0.0
58,2022-02-02 13:55:24.273515,0.4214328717639937,0.0
59,2022-02-03 14:15:45.292756,0.30030030030030463,0.041442188147544634
60,2022-02-04 07:00:45.591020,0.366300366300365,0.0
61,2022-02-11 07:05:04.801149,0.34502587694076325,0.041135335252984184
62,2022-02-11 14:34:40.612908,0.4022988505747227,"Series([], dtype: float64)"
63,2022-02-11 14:49:05.783065,0.4574042309891446,0.0
64,2022-02-17 14:57:17.955781,0.3614457831325302,0.07581501137225999
65,2022-02-22 14:33:55.848222,0.3618817852834688,0.037707390648566985
66,2022-02-22 14:34:16.076315,0.6630500301386455,0.0
67,2022-02-23 13:25:42.816457,0.30066145520144527,"Series([], dtype: float64)"
68,2022-02-23 14:07:34.110535,0.3616636528029016,0.0
69,2022-02-25 08:30:03.216549,0.39630118890356947,-0.040371417036744184
70,2022-02-25 09:45:08.747741,0.3221649484536071,0.47040376323010946
71,2022-02-28 07:02:31.267040,0.6289308176100628,0.19493177387914784
72,2022-02-28 07:06:23.934277,0.37037037037037646,0.1529051987767538
73,2022-02-28 07:09:04.166114,0.4854368932038833,0.07610350076103778
74,2022-02-28 07:11:13.531532,0.30864197530864335,-0.15226494099733756
75,2022-02-28 07:11:13.539090,0.4895960832313362,-0.15226494099733756
76,2022-02-28 07:12:01.353923,0.3037667071688954,0.1523809523809483
