,timestamp,YKBNK.E_price_change,AKBNK.E_price_change
0,2022-01-18 14:25:42.979814,0.5050505050504972,-0.39525691699604515
1,2022-02-24 07:33:57.140481,0.5464480874316946,-0.6868131868131844
2,2022-02-25 07:00:02.236446,0.557103064066844,-0.9915014164305846
3,2022-08-26 14:39:48.732546,0.5805515239477588,0.24650780608053147
4,2022-09-13 09:38:24.369281,0.6355932203389925,1.1475409836065653
5,2022-09-13 10:27:39.335429,0.5387931034482651,0.22246941045607205
6,2022-09-13 10:28:36.363625,0.5347593582887722,0.22062879205735353
7,2022-09-13 13:05:10.980152,0.5393743257820827,0.6662965019433642
8,2022-09-14 07:00:00.490786,1.0701545778834642,-0.838709677419347
9,2022-09-14 07:00:01.986509,1.1904761904761862,-1.0342598577892659
10,2022-09-14 07:00:07.690931,0.8423586040914532,0.5829015544041471
11,2022-09-14 07:00:08.841664,0.6002400960384069,1.5032679738562038
12,2022-09-14 07:19:20.432879,0.6082725060827299,0.32509752925877766
13,2022-09-14 07:19:23.321206,0.60606060606061,0.39011703511053764
14,2022-09-15 07:00:00.376201,0.5188067444876765,-0.8415147265077083
15,2022-09-15 07:00:04.808483,0.6451612903225712,0.3506311360448766
16,2022-09-15 07:02:07.624405,0.512820512820511,0.2812939521800173
17,2022-09-16 07:00:01.672257,0.8862629246676468,-0.8403361344537785
18,2022-09-16 07:28:31.020292,0.5641748942172065,0.1640689089417613
19,2022-09-16 07:28:31.023712,1.2658227848101333,0.1640689089417613
20,2022-09-16 07:28:31.030266,0.9817671809256634,0.1640689089417613
21,2022-09-20 07:01:37.047622,0.5610098176718203,0.2581755593803692
22,2022-09-20 07:03:00.592729,0.99290780141843,-0.2613240418118501
23,2022-11-16 14:55:28.267587,0.9242144177449063,0.36014405762305746
24,2022-11-16 14:55:28.267809,0.6410256410256387,0.36014405762305746
25,2023-01-12 11:19:06.062921,0.5807200929152101,0.06313131313131493
26,2023-01-12 11:19:36.243540,0.694444444444442,0.06313131313131493
27,2023-01-13 07:13:02.359895,0.5524861878453136,0.12113870381587066
28,2023-01-17 14:56:36.112254,0.50761421319796,0.05714285714286671
29,2023-02-06 07:00:01.215577,1.2485811577752637,-1.9071837253655355
30,2023-02-08 07:11:34.056288,0.8905852417302906,-0.1427551748750977
31,2023-02-08 07:42:01.620761,0.6410256410256387,-1.0869565217391353
32,2023-02-08 07:42:02.768256,0.5121638924455718,-0.7246376811594235
33,2023-02-08 07:42:04.816191,0.512820512820511,-0.7246376811594235
34,2023-02-15 07:00:06.021496,0.5813953488372103,1.2903225806451646
35,2023-02-15 07:00:06.097381,0.5813953488372103,-1.2903225806451646
36,2023-02-15 07:00:08.286499,0.5813953488372103,1.2903225806451646
37,2023-02-15 07:00:12.204499,0.6976744186046435,-1.2250161186331487
38,2023-02-15 07:00:30.221964,0.694444444444442,0.9646302250803762
39,2023-02-15 07:00:37.795550,0.5780346820809301,-0.7712082262210762
40,2023-02-15 07:01:15.080837,0.9291521486643362,0.3863490019317517
41,2023-02-15 07:01:19.507237,0.5780346820809301,0.6451612903225712
42,2023-02-15 07:18:12.751446,0.6810442678774065,-0.06305170239595537
43,2023-02-15 07:18:14.221285,0.6802721088435382,0.06305170239595537
44,2023-02-15 07:18:15.721809,0.9070294784580435,-0.18939393939394478
45,2023-02-15 07:18:17.037741,0.9070294784580435,-0.18939393939394478
46,2023-02-15 07:23:57.532316,0.6787330316742057,0.06261740763933155
47,2023-02-15 07:23:59.166064,0.6787330316742057,0.06261740763933155
48,2023-02-16 07:04:27.409830,0.5219206680584509,0.17331022530329143
49,2023-02-16 08:24:07.144294,0.6578947368421018,0.4326328800988932
50,2023-03-20 07:07:31.816391,0.7766990291262044,-0.10928961748633004
51,2023-03-20 07:07:31.818189,0.8729388942773975,-0.10928961748633004
52,2023-03-20 07:07:31.820993,0.8720930232558155,-0.10928961748633004
53,2023-05-10 14:06:07.232160,0.6647673314339908,"Series([], dtype: float64)"
54,2023-05-11 11:10:57.021888,0.7901668129938644,0.44345898004434225
55,2023-05-11 11:10:57.025266,0.6129597197898518,0.44345898004434225
56,2023-05-12 07:18:06.690491,0.5867560771165126,0.10498687664042272
