,timestamp,YKBNK.E_price_change,ISCTR.E_price_change
0,2022-01-18 14:25:42.979814,0.5050505050504972,-0.4956629491945419
1,2022-02-24 07:33:57.140481,0.5464480874316946,-0.25510204081633514
2,2022-02-25 07:00:02.236446,0.557103064066844,0.6535947712418277
3,2022-08-26 14:39:48.732546,0.5805515239477588,"Series([], dtype: float64)"
4,2022-09-13 09:38:24.369281,0.6355932203389925,"Series([], dtype: float64)"
5,2022-09-13 10:27:39.335429,0.5387931034482651,-0.25684931506848585
6,2022-09-13 10:28:36.363625,0.5347593582887722,0.17050298380221207
7,2022-09-13 13:05:10.980152,0.5393743257820827,-0.08453085376163294
8,2022-09-14 07:00:00.490786,1.0701545778834642,2.0952380952381056
9,2022-09-14 07:00:01.986509,1.1904761904761862,-2.0952380952381056
10,2022-09-14 07:00:07.690931,0.8423586040914532,-1.1428571428571344
11,2022-09-14 07:00:08.841664,0.6002400960384069,0.952380952380949
12,2022-09-14 07:19:20.432879,0.6082725060827299,-0.28248587570620654
13,2022-09-14 07:19:23.321206,0.60606060606061,0.28248587570620654
14,2022-09-15 07:00:00.376201,0.5188067444876765,-1.0204081632652962
15,2022-09-15 07:00:04.808483,0.6451612903225712,1.4418125643666402
16,2022-09-15 07:02:07.624405,0.512820512820511,-0.20366598778003286
17,2022-09-16 07:00:01.672257,0.8862629246676468,3.2530120481927716
18,2022-09-16 07:28:31.020292,0.5641748942172065,-0.34642032332563577
19,2022-09-16 07:28:31.023712,1.2658227848101333,-0.34642032332563577
20,2022-09-16 07:28:31.030266,0.9817671809256634,-0.34642032332563577
21,2022-09-20 07:01:37.047622,0.5610098176718203,0.12437810945273853
22,2022-09-20 07:03:00.592729,0.99290780141843,-0.4993757802746579
23,2022-11-16 14:55:28.267587,0.9242144177449063,0.5025125628140614
24,2022-11-16 14:55:28.267809,0.6410256410256387,0.5025125628140614
25,2023-01-12 11:19:06.062921,0.5807200929152101,"Series([], dtype: float64)"
26,2023-01-12 11:19:36.243540,0.694444444444442,0.0
27,2023-01-13 07:13:02.359895,0.5524861878453136,0.18587360594795044
28,2023-01-17 14:56:36.112254,0.50761421319796,-0.08764241893075564
29,2023-02-06 07:00:01.215577,1.2485811577752637,1.4662756598240456
30,2023-02-08 07:11:34.056288,0.8905852417302906,0.0
31,2023-02-08 07:42:01.620761,0.6410256410256387,-0.5506607929515406
32,2023-02-08 07:42:02.768256,0.5121638924455718,-0.4405286343612369
33,2023-02-08 07:42:04.816191,0.512820512820511,-0.6615214994487362
34,2023-02-15 07:00:06.021496,0.5813953488372103,-1.2720156555773077
35,2023-02-15 07:00:06.097381,0.5813953488372103,-1.2720156555773077
36,2023-02-15 07:00:08.286499,0.5813953488372103,0.7827788649706457
37,2023-02-15 07:00:12.204499,0.6976744186046435,1.868239921337267
38,2023-02-15 07:00:30.221964,0.694444444444442,2.385685884691857
39,2023-02-15 07:00:37.795550,0.5780346820809301,-1.1904761904761862
40,2023-02-15 07:01:15.080837,0.9291521486643362,0.3937007874015741
41,2023-02-15 07:01:19.507237,0.5780346820809301,-0.49261083743843415
42,2023-02-15 07:18:12.751446,0.6810442678774065,0.09606147934677622
43,2023-02-15 07:18:14.221285,0.6802721088435382,-0.09606147934677622
44,2023-02-15 07:18:15.721809,0.9070294784580435,-0.19230769230769162
45,2023-02-15 07:18:17.037741,0.9070294784580435,-0.19230769230769162
46,2023-02-15 07:23:57.532316,0.6787330316742057,0.19175455417066445
47,2023-02-15 07:23:59.166064,0.6787330316742057,0.2876318312559967
48,2023-02-16 07:04:27.409830,0.5219206680584509,0.17683465959328348
49,2023-02-16 08:24:07.144294,0.6578947368421018,"Series([], dtype: float64)"
50,2023-03-20 07:07:31.816391,0.7766990291262044,0.136986301369868
51,2023-03-20 07:07:31.818189,0.8729388942773975,0.136986301369868
52,2023-03-20 07:07:31.820993,0.8720930232558155,0.136986301369868
53,2023-05-10 14:06:07.232160,0.6647673314339908,0.07874015748030594
54,2023-05-11 11:10:57.021888,0.7901668129938644,0.3566333808844524
55,2023-05-11 11:10:57.025266,0.6129597197898518,0.3566333808844524
56,2023-05-12 07:18:06.690491,0.5867560771165126,0.27932960893854997
