,timestamp,KOZAA.E_price_change,IPEKE.E_price_change
0,2022-02-03 13:59:16.902181,0.5499541704858002,0.13550135501354532
1,2022-02-08 08:00:11.318747,0.7352941176470562,0.0
2,2022-02-25 07:00:01.551785,0.5615109749872449,0.07593014426727773
3,2022-02-25 07:00:03.643299,0.5102040816326481,-0.6106870229007688
4,2022-03-11 13:00:02.398168,0.8814102564102644,0.25396825396826195
5,2022-04-13 07:00:07.015262,0.6393861892583175,1.6299137104506256
6,2022-04-13 07:00:13.889366,0.5121638924455718,0.2862595419847347
7,2022-04-25 07:00:00.456021,0.920447074293218,-0.3976143141153132
8,2022-06-27 07:00:31.024905,0.5843681519357213,0.16574585635358297
9,2022-06-30 14:50:20.503402,0.7025761124121788,"Series([], dtype: float64)"
10,2022-06-30 14:50:56.426360,0.78125,"Series([], dtype: float64)"
11,2022-06-30 14:51:25.115918,0.8600469116497367,"Series([], dtype: float64)"
12,2022-07-18 07:03:03.101862,1.5936254980079667,0.23529411764706687
13,2022-07-18 07:03:17.241571,1.0301109350237647,0.11778563015312216
14,2022-07-29 07:59:36.024031,0.5061460592914013,0.05724098454493731
15,2022-08-11 09:03:42.918736,0.853374709076804,0.1191185229303171
16,2022-09-07 14:38:22.277320,0.7601935038009655,-0.31612223393044925
17,2022-09-07 14:38:22.279248,0.7549759780370646,-0.31612223393044925
18,2022-09-14 07:00:00.374754,0.6276150627614996,0.5835543766578244
19,2022-09-14 07:00:05.731091,0.6997900629811094,-0.5835543766578244
20,2022-09-20 07:00:01.669236,0.7773851590106018,0.32345013477088624
21,2022-09-20 07:00:08.499921,0.5641748942172065,-0.5390835579514919
22,2022-09-20 07:00:10.622049,0.6311360448807868,0.5390835579514919
23,2022-09-21 14:56:12.545035,0.7412398921832875,0.20746887966804906
24,2022-10-18 14:14:24.339926,0.5451241671714069,0.23566378633150808
25,2022-11-09 13:30:16.554871,0.7080610021786393,0.19646365422396617
26,2022-11-11 07:00:08.067637,1.5706806282722585,0.3232062055591456
27,2022-11-25 07:00:24.173030,0.5637467476149238,0.37981551817689585
28,2022-12-07 14:37:53.029498,0.6521739130434856,0.0
29,2022-12-07 14:37:53.030032,0.6084311169056944,0.0
30,2022-12-07 14:37:53.030485,0.6084311169056944,0.0
31,2022-12-07 14:37:53.034507,0.606323083585969,0.0
32,2022-12-07 14:37:53.036058,0.692340977931627,0.0
33,2022-12-07 14:37:53.037004,0.5637467476149238,0.0
34,2022-12-07 14:37:53.038905,0.649913344887354,0.0
35,2022-12-13 07:00:12.495794,0.5281690140845008,0.4596527068437162
36,2022-12-15 07:00:13.581166,0.7181328545780907,0.2676659528907832
37,2022-12-16 13:45:26.247772,0.6404391582799596,0.11055831951354289
38,2022-12-19 07:04:06.385675,0.7414272474513428,0.22123893805310324
39,2022-12-21 07:07:18.123908,0.5376344086021501,0.0538502961766385
40,2022-12-22 07:05:49.588387,0.6352087114337657,0.0
41,2022-12-26 07:00:00.685483,0.8122743682310363,1.0320478001086375
42,2022-12-27 07:01:43.232940,0.679694137638065,-0.5263157894736858
43,2022-12-27 07:07:22.182195,0.5794701986755024,0.30975735673721694
44,2022-12-27 07:07:28.153829,0.9098428453267138,-0.2577319587628857
45,2022-12-27 07:07:40.342134,0.7431874483897705,0.3089598352214118
46,2022-12-27 08:10:04.459090,0.5957446808510625,-0.15657620041753528
47,2022-12-27 08:39:34.586964,0.603448275862073,0.0
48,2022-12-27 09:24:19.843994,0.9499136442141731,0.2606882168926017
49,2022-12-27 09:26:27.260847,0.7751937984496138,-0.05202913631634498
50,2022-12-27 12:10:32.988164,0.6837606837606813,0.0
51,2022-12-27 14:54:37.432655,0.5163511187607606,"Series([], dtype: float64)"
52,2022-12-28 07:00:23.958608,0.8849557522123908,0.052438384897746104
53,2022-12-28 07:01:22.793203,0.7085916740478204,"Series([], dtype: float64)"
54,2022-12-28 07:39:26.133317,0.5649717514124353,"Series([], dtype: float64)"
55,2022-12-28 07:39:26.175900,0.5692599620493288,"Series([], dtype: float64)"
56,2022-12-28 07:40:37.062309,0.9389671361502261,"Series([], dtype: float64)"
57,2022-12-28 07:54:47.803055,0.55299539170508,0.21762785636560977
58,2022-12-28 08:39:16.186295,0.570884871550903,0.33594624860022737
59,2022-12-28 08:39:16.421658,0.6647673314339908,0.33594624860022737
60,2022-12-28 08:48:01.936055,0.5687203791469253,0.28105677346823565
61,2022-12-29 07:00:51.255838,0.9803921568627416,0.0
62,2022-12-29 07:42:32.403298,0.5946481665014769,0.17657445556209517
63,2022-12-29 10:22:53.429450,0.5730659025787954,"Series([], dtype: float64)"
64,2022-12-29 12:37:28.470894,0.7604562737642651,0.23255813953488857
65,2022-12-29 12:37:56.151834,0.6647673314339908,-0.05807200929153211
66,2023-01-02 07:00:53.120142,0.5540166204986097,0.0
67,2023-01-02 07:01:43.294494,0.6404391582799596,0.3950338600451575
68,2023-01-02 08:18:43.616522,0.5535055350553542,0.0
69,2023-01-03 07:00:15.861286,0.5381165919282616,-0.16638935108153063
70,2023-01-03 09:53:34.486343,0.5366726296958779,0.0
71,2023-01-06 07:00:22.919744,0.5959982971477151,"Series([], dtype: float64)"
72,2023-01-06 07:20:15.779073,0.5134788189987249,-0.19620667102682177
73,2023-01-06 07:52:59.517517,0.7005253940455258,0.1343183344526544
74,2023-01-06 13:55:57.765473,1.6949152542372836,0.30229746070133956
75,2023-01-06 14:17:26.420169,0.5988023952095745,0.06064281382656134
76,2023-01-06 14:44:16.867752,0.5958291956305928,0.0
