Date_open,Date_close,Side,Hedge_Ratio,Multiplier,AKBNK_price_open,AKBNK_price_close,YKBNK_price_open,YKBNK_price_close,Return (%)
2022-02-25 10:30:00+03:00,2022-03-01 12:30:00+03:00,Buy,0.8186576656736397,6.552511817935103,6.949999809265137,7.139999866485596,3.549999952316284,3.6500000953674316,0.7085504500643047
2022-03-02 12:30:00+03:00,2022-03-03 15:30:00+03:00,Buy,0.9348845780219502,5.895256576485265,7.119999885559082,7.139999866485596,3.7200000286102295,3.6700000762939453,0.3907056326069913
2022-03-07 10:30:00+03:00,2022-05-13 11:30:00+03:00,Buy,0.9808340372969276,6.469612298680259,6.929999828338623,8.279999732971191,3.609999895095825,4.590000152587891,2.4878539622089635
2022-05-18 09:30:00+03:00,2022-05-25 09:30:00+03:00,Sell,0.9637401321528485,0.028733393040529413,7.920000076293945,8.069999694824219,4.289999961853027,4.380000114440918,-0.0017542984562579633
2022-05-26 16:30:00+03:00,2022-06-15 10:30:00+03:00,Buy,0.8774413050529759,6.148673213777067,8.210000038146973,8.399999618530273,4.579999923706055,4.599999904632568,1.0233446422586834
2022-06-15 16:30:00+03:00,2022-06-16 15:30:00+03:00,Sell,0.8628443726272852,0.36153422586457085,8.649999618530273,8.489999771118164,4.699999809265137,4.670000076293945,0.04632117591085727
2022-06-17 13:30:00+03:00,2022-07-20 13:30:00+03:00,Sell,0.8292313969289844,0.6732290825584406,8.630000114440918,8.470000267028809,4.690000057220459,4.559999942779541,0.03355700053147004
2022-07-29 10:30:00+03:00,2022-08-01 12:30:00+03:00,Buy,0.8249517210552025,5.823404582619329,8.479999542236328,8.8100004196167,4.670000076293945,4.809999942779541,1.1924130869201965
2022-08-03 14:30:00+03:00,2022-08-09 09:30:00+03:00,Buy,0.8238442045381051,5.8278456948020985,8.859999656677246,9.220000267028809,4.909999847412109,5.139999866485596,0.9374176075462204
2022-08-09 17:30:00+03:00,2022-10-21 09:30:00+03:00,Sell,0.7539302260428483,0.48961700075457154,9.489999771118164,15.779999732971191,5.230000019073486,9.720000267028809,-1.3291907350003962
2022-10-24 17:30:00+03:00,2022-11-25 16:30:00+03:00,Sell,0.8819562516545107,0.19132447800769992,15.479999542236328,16.920000076293945,9.380000114440918,11.460000038146973,0.0714826616796449
2022-12-12 13:30:00+03:00,,Sell,0.6362859765875248,0.11365120300032544,17.520000457763672,,11.75,,
