Date_open,Date_close,Side,Hedge_Ratio,Multiplier,AKBNK_price_open,AKBNK_price_close,YKBNK_price_open,YKBNK_price_close,Return (%)
2021-12-14 10:30:00+03:00,2021-12-17 15:30:00+03:00,Sell,0.800838483713964,0.20363341582893138,7.840000152587891,7.539999961853027,3.880000114440918,3.700000047683716,0.03173610702820184
2021-12-20 09:30:00+03:00,2021-12-20 13:30:00+03:00,Sell,0.9146503266675174,0.940680123155548,7.380000114440918,7.659999847412109,3.549999952316284,3.5999999046325684,-0.22030064037791286
2021-12-20 14:30:00+03:00,2021-12-20 14:30:00+03:00,Sell,0.928314541199478,2.396096038835593,7.510000228881836,7.510000228881836,3.5,3.5,0.0
2021-12-21 09:30:00+03:00,2021-12-21 10:30:00+03:00,Sell,0.9371593882394808,2.01804223663554,7.809999942779541,7.760000228881836,3.700000047683716,3.630000114440918,-0.03154374761082934
2022-01-25 09:30:00+03:00,2022-01-26 10:30:00+03:00,Buy,0.4463049125257272,6.640249520894601,7.630000114440918,7.800000190734863,3.9000000953674316,3.9700000286102295,0.9234254362981531
2022-01-31 12:30:00+03:00,2022-02-03 09:30:00+03:00,Sell,0.3575639684632767,0.5512502056957405,7.949999809265137,8.039999961853027,4.019999980926514,4.320000171661377,0.009453304739182045
2022-02-08 10:30:00+03:00,2022-02-08 14:30:00+03:00,Sell,0.40328108254771106,0.7163437977452805,8.0,7.860000133514404,4.099999904632568,4.059999942779541,0.08810627709807672
2022-02-09 09:30:00+03:00,2022-02-21 15:30:00+03:00,Sell,0.41848576587365094,0.393741111199262,8.0,7.880000114440918,4.130000114440918,4.039999961853027,0.03216196524680193
2022-02-24 15:30:00+03:00,2022-03-01 12:30:00+03:00,Buy,0.7979410851438502,6.359404394090983,6.989999771118164,7.139999866485596,3.5399999618530273,3.6500000953674316,0.3924582452274228
2022-03-01 14:30:00+03:00,2022-03-30 09:30:00+03:00,Buy,0.9214706688820438,6.04758263493741,7.059999942779541,7.210000038146973,3.6500000953674316,4.03000020980835,-1.195796848920061
2022-04-07 10:30:00+03:00,2022-04-08 10:30:00+03:00,Sell,0.561690806716024,0.6803744433340772,7.860000133514404,8.380000114440918,4.260000228881836,4.539999961853027,-0.24674756075733217
2022-05-12 12:30:00+03:00,2022-05-13 11:30:00+03:00,Buy,0.935313904675344,6.550646354237743,8.1899995803833,8.279999732971191,4.579999923706055,4.590000152587891,0.5295043976830005
2022-05-16 16:30:00+03:00,2022-05-17 13:30:00+03:00,Sell,0.9756841306137141,0.13497662741933114,7.989999771118164,7.829999923706055,4.360000133514404,4.329999923706055,0.017592827535217737
2022-05-18 09:30:00+03:00,2022-05-25 10:30:00+03:00,Sell,0.9637401321528485,1.1302667064714644,7.920000076293945,8.010000228881836,4.289999961853027,4.360000133514404,-0.02539382245057009
2022-05-25 16:30:00+03:00,2022-06-03 09:30:00+03:00,Buy,0.8711626300661479,6.264358197324348,8.1899995803833,8.720000267028809,4.53000020980835,4.829999923706055,1.6780524737760372
2022-06-15 15:30:00+03:00,2022-06-20 09:30:00+03:00,Sell,0.8655762270898524,0.9839605796836651,8.630000114440918,9.0600004196167,4.699999809265137,4.880000114440918,-0.26457617991183513
2022-07-28 15:30:00+03:00,2022-08-01 14:30:00+03:00,Buy,0.8214671968140468,6.65102675337278,8.579999923706055,8.819999694824219,4.690000057220459,4.789999961853027,1.0322951198989072
2022-08-03 09:30:00+03:00,2022-08-09 10:30:00+03:00,Buy,0.8245287480788956,5.934628493211405,8.760000228881836,9.359999656677246,4.809999942779541,5.21999979019165,1.5128703503430652
2022-08-09 16:30:00+03:00,2022-08-10 11:30:00+03:00,Sell,0.753621961311252,0.9725323535571607,9.520000457763672,9.84000015258789,5.269999980926514,5.360000133514404,-0.23511716570538965
2022-08-10 12:30:00+03:00,2022-08-15 10:30:00+03:00,Sell,0.7594223379347278,2.152213596916792,9.720000267028809,10.210000038146973,5.329999923706055,5.53000020980835,-0.6992828518110006
