Date,Portfolio pct_change,BIST30 pct_change
2019-12-31,0.00488737390446814,-0.0021526692627177324
2020-01-02,0.012567321232650697,0.013335770364989896
2020-01-03,-0.01920233163334295,-0.018880969601546616
2020-01-06,-0.01915873267784951,-0.01819378897822055
2020-01-07,0.009990163021923681,0.007826561397787923
2020-01-08,-0.0062183128285876466,0.00485517255265866
2020-01-09,0.024804828615478947,0.04640200819312357
2020-01-10,-0.003915823923173689,0.00591680051460286
2020-01-13,0.022034760185814628,0.013033849718955492
2020-01-14,0.022376377332539388,0.007558465192728514
2020-01-15,-1.4171360415593526e-05,-0.0057642451905630665
2020-01-16,-0.0038883368705259214,0.000317201329260941
2020-01-17,0.0064841610062111865,0.004004355873129972
2020-01-20,0.007199874917441118,0.009169432973514358
2020-01-21,0.023096258404188497,0.007406238146112187
2020-01-22,-0.010509004258460353,-0.00847753370057136
2020-01-23,-0.0031130479756351637,-0.0029842411641666233
2020-01-24,-0.0007499344429912069,-0.004753174326776355
2020-01-27,-0.0072362689591333185,-0.019027742557722216
2020-01-28,0.0019152683779335433,-0.0032223118270265916
2020-01-29,0.009948766685682342,-0.0004056102252841809
2020-01-30,-0.006044567738911266,0.00395939820273683
2020-01-31,0.01540275437205385,-0.010832698994861834
2020-02-03,-0.0011664875977736022,-0.0004385517124830818
2020-02-04,0.01443330005351795,0.02736004860742458
2020-02-05,0.001074328693555282,0.00026909447792156094
2020-02-06,-0.0007840981538879133,-0.0011536663091765709
2020-02-07,-0.0010490260665405593,-0.012345734255244323
2020-02-10,-0.02203720515986085,-0.021051687986056056
2020-02-11,0.019787203593180758,0.01291409493843787
2020-02-12,0.022362175607396617,0.0011676051312399238
2020-02-13,0.02274801182148134,0.0020229156563589257
2020-02-14,0.004854370833449195,-0.0037234036785095403
2020-02-17,0.03186203520585873,0.005579855919029431
2020-02-18,-0.009009746982272193,-0.009218281821549046
2020-02-19,-0.0016686925502662486,-0.002059117922301068
2020-02-20,-0.039188138057224764,-0.02746769256975623
2020-02-21,0.028041201501076696,0.008886407434756771
2020-02-24,-0.01120132550115982,-0.020706101248919917
2020-02-25,0.0021985067630772015,-0.006454679554378395
2020-02-26,-0.0017919739862934936,0.008018792737480629
2020-02-27,-0.03667134937343419,-0.04157449611885444
2020-02-28,-0.03089837338070478,-0.04052540195307586
2020-03-02,0.016853923111791458,0.010032977284555544
2020-03-03,0.019864959063115917,0.0398288012165775
2020-03-04,-0.003500177479878408,-0.0016569435440099145
2020-03-05,0.01417721362487323,0.008781026046228213
2020-03-06,-0.017391706733412393,-0.020196814394615514
2020-03-09,-0.06984740450274374,-0.05162991173336984
2020-03-10,-0.03022504718841723,-0.017265402598429014
2020-03-11,-0.0017255234429627286,0.0002819650408176777
2020-03-12,-0.05924845753204455,-0.06765637542162795
2020-03-13,0.009007930497532568,0.018240567178515077
2020-03-16,-0.07878611076313213,-0.07975899662491703
2020-03-17,0.003840260858328559,-0.007085691053288046
2020-03-18,-0.0057939965355588985,-0.01624413316711537
2020-03-19,-0.014168538087738436,-0.005616780946143152
2020-03-20,0.002064126961476731,0.0017131801322105566
2020-03-23,-0.004480566334439384,-0.02233658871108346
2020-03-24,0.055565448441186494,0.05908011452922812
2020-03-25,0.00103138088365462,-0.007418023342427027
2020-03-26,0.007750462140066361,0.029366560769786165
2020-03-27,-0.04384886273341149,-0.03822942037796073
2020-03-30,0.004186805783211067,-0.0017604437425634556
2020-03-31,0.03616062391485264,0.013636911033278354
2020-04-01,-0.015591290186019346,-0.006017392373077968
2020-04-02,-0.0028465946570512823,0.004850755029253362
2020-04-03,0.01462817444485176,-0.0018375631662338465
2020-04-06,0.06275107786771095,0.02590943672687307
2020-04-07,0.007756457251393956,0.005900636756068778
2020-04-08,0.006710442400916783,0.008853218576499566
2020-04-09,0.015628956717783193,0.03221231438188088
2020-04-10,-0.0034032306475029195,0.007222041271733648
2020-04-13,-0.0001084755650143654,-0.0043205536079208295
2020-04-14,0.04785809064662949,0.026458567739673367
2020-04-15,-0.052016745506903384,-0.029199125469635545
2020-04-16,-0.011847161508209414,0.0004066871613674916
2020-04-17,0.021468402916502427,0.02217599827337491
2020-04-20,0.0011602153178611463,0.004674940773949698
2020-04-21,-0.004765428829360596,-0.016501539977906376
2020-04-22,0.0020138540377785397,0.0022513807652706497
2020-04-24,0.00652417341567646,0.0034458964502450673
2020-04-27,0.024219303149660032,0.0239369093123476
2020-04-28,-0.009716836217695701,-0.006625220241456398
2020-04-29,0.017306305776229047,0.008014790230340685
2020-04-30,-0.010396113503465476,-0.003091643290088708
2020-05-04,-0.012119439788846886,-0.02487852749177688
2020-05-05,-0.008300595711980385,-0.00208538051920526
2020-05-06,-0.00661088349455341,-0.0013966742927157272
2020-05-07,-0.0015713135974780856,-0.004070913810277577
2020-05-08,-0.018575595585423765,-0.0029756337360299367
2020-05-11,0.0020033250987994133,-0.003351920190415636
2020-05-12,0.010618379763416064,0.01673271632262785
2020-05-13,0.0022748948991666573,0.00258013860448858
2020-05-14,-0.005868260525696889,-0.009344761441529736
2020-05-15,0.012150980694098035,0.004330165591932333
2020-05-18,0.012215966536225364,0.023943800478289035
2020-05-20,0.002956468252632405,-0.0015986250336025298
2020-05-21,0.01648668658851049,0.00656176308324774
2020-05-22,0.002953270546204756,0.0023802535310195605
2020-05-27,0.03811198926352022,0.018101022502803987
2020-05-28,0.004699073566199807,0.00685070829253509
2020-05-29,0.00573913595536979,0.003658041736914086
2020-06-02,0.014190063181922064,0.0075966332667734005
2020-06-03,-0.008390087812641167,0.00957111073410255
2020-06-04,-0.0016589496343718535,0.006316827133535874
2020-06-05,0.0030228674299423997,0.005912837593397002
2020-06-08,0.004957961105370279,-0.004809405610390227
2020-06-09,0.00016504854859267226,-0.005946330068146599
2020-06-10,0.005463695347841524,0.0037938748295667235
2020-06-11,-0.002092840383450034,-0.008164117615586108
2020-06-12,0.005814745231080165,0.0038343198972565773
2020-06-15,-0.01245396105940022,-0.004509850054686515
2020-06-16,0.00827956810205932,0.010663647014041544
2020-06-17,-0.003916676816765219,-0.002849552572877445
2020-06-18,0.0183408981072144,0.017406955472972108
2020-06-19,0.0031993823555511725,0.015052024107739426
2020-06-22,0.02346257803314611,0.013464687190687163
2020-06-23,-0.0003033098215755592,0.000883419300606203
2020-06-24,0.0017607257865821513,-0.008227294646636851
2020-06-25,-0.015956523185176485,-0.002487343502526773
2020-06-26,-0.007442124785252524,0.002673470489576113
2020-06-29,0.019939560255362032,0.010611994439209793
2020-06-30,0.018170091566360735,0.005206736346307528
2020-07-01,-0.001478754571876073,-0.016608656218213613
2020-07-02,0.010099123435677981,0.011424244675844797
2020-07-03,-0.013049666315531394,-0.014548360863531062
2020-07-06,0.03051329712691353,0.021750078571401543
2020-07-07,0.01317153398212012,0.00623274408434793
2020-07-08,0.000586252712973856,-0.006603642638151497
2020-07-09,-0.030709499867507595,-0.01930354221135
2020-07-10,-0.011657062679912733,-0.00736058030255593
2020-07-13,0.0471585907933445,0.02628332948118861
2020-07-14,0.0016394315181857966,-0.006017683926344164
2020-07-16,0.010522836898725796,0.006596163848350711
2020-07-17,0.006665781656421732,-0.0031829921447480425
2020-07-20,0.008252946659591531,0.0011221742017601954
2020-07-21,-0.02560144548523502,-0.00799147959562918
2020-07-22,0.001042837547094333,0.0018620521866352657
2020-07-23,0.004623560813193928,0.008360272235024002
2020-07-24,0.0068503439878875305,0.00020617584145288248
2020-07-27,0.011309600754560556,0.0011197710031221053
2020-07-28,-0.037588228008433644,-0.03629629629629616
2020-07-29,-0.010795033718961622,-0.02213685536366261
2020-07-30,0.004905456216838244,-0.009904084318138162
2020-08-04,-0.02892909643027186,-0.03040642068923216
2020-08-05,-0.008362543380791454,0.0054859173863981425
2020-08-06,-0.05635353063865922,-0.0465797647979439
2020-08-11,0.04435879701870293,0.03437707229834985
2020-08-12,-0.005013931356926293,0.0051253500955581455
2020-08-13,-0.009513096790337294,-0.01226995834086686
2020-08-14,-0.016029599386897297,-0.015729612622446876
2020-08-17,-0.0027004278275274407,0.007048105228975254
2020-08-18,0.008139827697207114,0.006347596393124322
2020-08-19,0.04406935237431564,0.03412588878807954
2020-08-20,0.010755775688964242,0.0
2020-08-21,-0.02168691779440013,-0.015405123936490628
2020-08-24,-0.0025236158644071915,-0.0010324253697229224
2020-08-25,-0.011215285512227835,-0.017093336909973278
2020-08-26,-0.0026202640440902147,0.007845952267873324
2020-08-27,0.010962431795757954,0.007303351192566199
2020-08-28,-0.0034784166961000507,-0.010756115259820453
2020-08-31,-0.020194607023910516,-0.024242893184443393
2020-09-01,-0.006187550360754579,0.00883198610967817
2020-09-02,-0.0034146922559681325,-0.0011453955160183327
