timestamp,YKBNK.E_price_change,ISCTR.E_entry_price,..seconds_later,ISCTR.E_exit_price,return
2022-02-24_08:52:23.000000,0.5509641873278293,7810,5,7800,-0.1280409731113985
2022-02-24_10:15:31.000000,0.56657223796035,7710,5,7710,0.0
2022-02-24_10:22:02.000000,0.5649717514124353,7690,5,7690,0.0
2022-02-24_10:28:21.000000,0.5649717514124353,7680,5,7680,0.0
2022-02-25_07:00:00.000000,1.1235955056179803,7610,0.135295,7690,1.0512483574244502
2022-02-25_07:00:01.000000,0.8403361344537785,7690,0.190868,7670,-0.2600780234070177
2022-02-25_07:00:02.000000,0.8379888268156499,7690,0.169343,7650,-0.5201560468140465
2022-02-25_07:00:05.000000,0.5586592178770999,7700,0.476533,7670,-0.3896103896103842
2022-02-25_07:00:10.000000,0.5586592178770999,7680,0.199705,7700,0.26041666666667407
2022-02-25_07:00:27.000000,0.5586592178770999,7690,5,7690,0.0
2022-02-25_07:16:25.000000,0.561797752808979,7680,5,7680,0.0
2022-02-25_11:36:45.000000,0.5479452054794498,7800,5,7810,0.12820512820512775
2022-02-25_11:47:26.000000,0.5524861878453136,7810,5,7810,0.0
2022-02-25_12:26:57.000000,0.5464480874316946,7880,5,7870,-0.12690355329949554
2022-02-25_12:28:48.000000,0.5464480874316946,7890,5,7880,-0.12674271229404788
2022-02-25_13:27:24.000000,0.5434782608695565,7940,5,7940,0.0
2022-02-25_13:48:34.000000,0.5449591280654031,7960,5,7960,0.0
2022-02-28_07:00:01.000000,0.5602240896358524,8150,0.006811,8190,0.4907975460122671
2022-02-28_07:00:04.000000,0.5602240896358524,8190,0.226881,8130,-0.73260073260073
2022-02-28_07:03:19.000000,0.5602240896358524,8080,0.234533,8060,-0.24752475247524774
2022-02-28_11:54:12.000000,0.5602240896358524,7940,5,7930,-0.12594458438287548
2022-02-28_14:30:40.000000,0.56657223796035,7900,5,7900,0.0
2022-02-28_14:39:19.000000,0.5649717514124353,7930,5,7930,0.0
2022-02-28_14:45:47.000000,0.561797752808979,7940,5,7950,0.12594458438286438
2022-02-28_14:49:28.000000,0.5586592178770999,7970,5,7970,0.0
2022-03-01_08:12:32.000000,0.5390835579514919,8170,5,8170,0.0
2022-03-01_08:28:47.000000,0.5347593582887722,8250,5,8260,0.12121212121212199
2022-03-01_08:29:58.000000,0.5333333333333412,8280,0.340583,8260,-0.24154589371980784
2022-03-01_09:19:20.000000,0.5333333333333412,8300,5,8300,0.0
2022-03-01_10:10:16.000000,0.5449591280654031,8200,5,8200,0.0
2022-03-01_11:41:34.000000,0.5479452054794498,8200,5,8200,0.0
2022-03-01_13:55:58.000000,0.5464480874316946,8140,5,8140,0.0
2022-03-01_14:36:55.000000,0.5464480874316946,8150,5,8160,0.12269938650306678
2022-03-02_10:51:29.000000,0.5420054200542035,8170,5,8160,-0.1223990208078285
2022-03-03_14:33:30.000000,0.5494505494505475,8160,5,8170,0.1225490196078427
2022-03-04_08:11:51.000000,0.5494505494505475,8100,5,8100,0.0
2022-03-04_11:43:26.000000,0.5509641873278293,8020,5,8030,0.12468827930174342
2022-03-04_14:45:50.000000,0.5509641873278293,7990,5,7990,0.0
2022-03-07_09:50:11.000000,0.5586592178770999,7840,5,7840,0.0
2022-03-07_14:15:33.000000,0.5509641873278293,7870,5,7870,0.0
2022-03-07_14:29:44.000000,0.5494505494505475,7890,5,7890,0.0
2022-03-07_14:54:45.000000,0.5494505494505475,7860,5,7860,0.0
2022-03-08_07:43:48.000000,0.5494505494505475,7790,5,7790,0.0
2022-03-08_09:46:29.000000,0.5449591280654031,7940,5,7940,0.0
2022-03-08_14:40:21.000000,0.5524861878453136,7860,5,7870,0.12722646310432406
2022-03-09_08:10:52.000000,0.5479452054794498,7970,5,7970,0.0
2022-03-09_14:22:53.000000,0.5376344086021501,8140,5,8150,0.12285012285011554
2022-03-10_07:00:55.000000,0.5333333333333412,8200,5,8200,0.0
2022-03-10_08:29:23.000000,0.536193029490617,8120,5,8120,0.0
2022-03-10_12:55:45.000000,0.5464480874316946,8060,5,8060,0.0
2022-03-10_14:04:24.000000,0.5420054200542035,8090,5,8090,0.0
2022-03-10_14:04:34.000000,0.5420054200542035,8090,5,8090,0.0
