timestamp,YKBNK.E_price_change,AKBNK.E_entry_price,..seconds_later,AKBNK.E_exit_price,return
2022-04-11_07:01:17.000000,2.0618556701030855,8830,0.295623,8800,-0.3397508493771184
2022-04-11_07:01:18.000000,1.6460905349794164,8780,0.078593,8810,0.3416856492027387
2022-04-11_07:01:24.000000,1.2320328542094527,8800,1,8790,-0.1136363636363602
2022-04-11_07:02:33.000000,0.612244897959191,8830,1,8830,0.0
2022-04-12_07:00:00.000000,0.809716599190291,9110,0.167786,9080,-0.3293084522502765
2022-04-12_07:43:32.000000,0.6147540983606481,8980,1,8970,-0.11135857461024301
2022-04-12_14:45:14.000000,0.5813953488372103,9130,1,9130,0.0
2022-04-13_07:00:00.000000,0.7782101167315147,9130,0.080911,9250,1.3143483023001057
2022-04-13_13:25:43.000000,0.6000000000000005,9020,1,9030,0.11086474501109667
2022-04-18_07:00:00.000000,0.5802707930367523,9410,0.262866,9380,-0.31880977683315104
2022-04-18_07:35:43.000000,0.5870841487279899,9360,1,9350,-0.10683760683760646
2022-04-19_12:07:13.000000,0.9541984732824416,9470,0.824791,9500,0.31678986272438703
2022-04-19_12:59:24.000000,0.7707129094412402,9400,1,9390,-0.10638297872340718
2022-04-19_13:13:10.000000,0.5847953216374213,9300,1,9290,-0.10752688172043223
2022-04-25_07:04:59.000000,1.1881188118811892,9220,1,9210,-0.10845986984815426
2022-04-25_07:05:00.000000,1.383399209486158,9210,1,9230,0.21715526601520097
2022-06-08_14:32:47.000000,0.6396588486140775,8570,1,8570,0.0
2022-06-08_14:50:20.000000,2.8888888888888964,8450,1,8450,0.0
2022-06-08_14:50:24.000000,0.879120879120876,8450,1,8450,0.0
2022-06-08_14:54:11.000000,0.6550218340611424,8360,1,8350,-0.11961722488038617
2022-06-08_14:56:47.000000,0.6622516556291425,8320,1,8310,-0.12019230769231282
2022-06-09_07:00:02.000000,0.6535947712418277,8270,0.31758,8300,0.36275695284160303
2022-06-10_07:00:02.000000,0.659340659340657,8270,1,8260,-0.12091898428052694
2022-06-10_07:00:12.000000,0.6578947368421018,8270,1,8280,0.12091898428052694
2022-06-10_07:00:14.000000,0.659340659340657,8310,0.721975,8270,-0.48134777376654947
2022-06-10_07:10:12.000000,0.6369426751592355,8490,1,8480,-0.11778563015312216
2022-06-10_14:03:05.000000,0.6451612903225712,8430,1,8440,0.11862396204034287
2022-06-15_07:00:03.000000,0.647948164146861,8430,1,8430,0.0
2022-06-27_07:00:02.000000,0.8733624454148492,8480,0.062602,8530,0.5896226415094352
2022-06-27_07:00:04.000000,0.6521739130434856,8490,1,8500,0.11778563015312216
2022-06-30_07:00:03.000000,0.7025761124121788,7960,1,7970,0.12562814070351536
2022-06-30_07:00:05.000000,0.7025761124121788,7980,1,7970,-0.12531328320801727
2022-06-30_07:00:07.000000,0.7025761124121788,7990,1,8000,0.12515644555695093
2022-07-27_07:00:43.000000,0.6302521008403339,8760,1,8760,0.0
2022-08-11_07:00:00.000000,0.5494505494505475,9790,0.090971,9900,1.1235955056179803
2022-08-16_12:32:01.000000,0.9505703422053147,10070,1,10070,0.0
2022-08-18_07:00:01.000000,0.6711409395973256,11270,1,11270,0.0
2022-08-18_07:00:02.000000,0.5033557046979942,11270,1,11270,0.0
2022-08-18_07:00:03.000000,0.5033557046979942,11270,1,11240,-0.2661934338953009
2022-08-18_07:00:06.000000,0.5033557046979942,11250,1,11250,0.0
2022-08-18_07:00:09.000000,0.5033557046979942,11270,1,11260,-0.08873114463177068
2022-08-18_11:02:24.000000,0.5163511187607606,11070,1,11060,-0.09033423667570428
2022-08-18_11:02:30.000000,0.5181347150259086,11050,1,11040,-0.09049773755656076
2022-08-18_11:03:59.000000,0.512820512820511,11060,1,11070,0.09041591320071429
2022-08-18_11:09:18.000000,0.5084745762711895,11170,1,11160,-0.08952551477170445
2022-08-18_11:13:38.000000,0.5067567567567544,11180,1,11180,0.0
2022-08-18_11:30:23.000000,0.521739130434784,10920,1,10920,0.0
2022-08-19_07:04:05.000000,0.519031141868509,10920,1,10930,0.09157509157509125
2022-08-22_07:00:00.000000,0.5347593582887722,10590,0.079208,10500,-0.8498583569405138
2022-08-22_07:00:01.000000,0.5347593582887722,10340,0.001515,10490,1.4506769825918697
2022-08-22_07:02:18.000000,0.5395683453237377,10360,1,10360,0.0
2022-08-22_07:12:58.000000,0.5319148936170137,10520,1,10530,0.0950570342205248
2022-08-26_07:02:15.000000,0.599700149925031,12150,1,12150,0.0
2022-08-26_07:03:24.000000,0.5970149253731405,12210,1,12210,0.0
2022-08-26_07:49:38.000000,0.588235294117645,12380,1,12370,-0.08077544426494665
2022-08-26_13:14:59.000000,0.5797101449275255,12340,1,12350,0.08103727714747766
2022-08-26_13:39:23.000000,0.7082152974504208,12390,1,12380,-0.08071025020177647
2022-08-26_13:46:51.000000,0.5594405594405494,12620,1,12610,-0.07923930269413404
2022-08-26_14:34:28.000000,0.5681818181818121,12390,1,12380,-0.08071025020177647
2022-08-26_14:34:35.000000,0.9957325746799528,12390,1,12400,0.08071025020177647
2022-08-26_14:35:00.000000,0.5706134094151105,12430,1,12430,0.0
2022-08-26_14:35:06.000000,0.5730659025787954,12380,1,12400,0.1615508885298933
2022-08-26_14:35:08.000000,0.5730659025787954,12380,1,12380,0.0
2022-08-26_14:35:13.000000,1.1577424023154759,12360,1,12360,0.0
2022-08-26_14:35:42.000000,1.026392961876832,12160,0.883749,12120,-0.3289473684210509
2022-08-26_14:36:11.000000,0.7331378299120228,12090,1,12090,0.0
2022-08-26_14:36:12.000000,0.5856515373352744,12090,1,12070,-0.16542597187758634
2022-08-26_14:36:26.000000,0.5839416058394109,12160,0.755092,12120,-0.3289473684210509
2022-08-26_14:36:46.000000,0.8823529411764675,12140,1,12120,-0.16474464579900872
2022-08-26_14:37:10.000000,0.7374631268436627,12140,1,12160,0.16474464579900872
2022-08-26_14:37:27.000000,0.7331378299120228,12130,1,12140,0.08244023083263663
2022-08-26_14:37:38.000000,0.5865102639296182,12180,1,12180,0.0
2022-08-26_14:37:48.000000,0.7331378299120228,12170,1,12140,-0.24650780608052036
2022-08-26_14:37:58.000000,0.5865102639296182,12120,1,12130,0.08250825082507518
2022-08-26_14:38:08.000000,0.5839416058394109,12110,1,12110,0.0
2022-08-26_14:39:12.000000,0.5780346820809301,12300,1,12300,0.0
2022-08-26_14:39:13.000000,0.5772005772005873,12300,1,12280,-0.1626016260162566
2022-08-26_14:39:15.000000,0.5780346820809301,12290,1,12280,-0.08136696501220841
