Date,Portfolio Value,BIST30 Value,Portfolio pct_change,BIST30 pct_change
2023-04-25,96507.02096693122,97480.12797606447,-0.03492979033068788,-0.025198720239355432
2023-04-26,94608.23883014286,95328.54412256337,-0.01967506734498614,-0.022072025326325018
2023-04-27,95137.8512425674,95421.05907474773,0.005597952345095303,0.000970485315137104
2023-04-28,90720.34641167615,91760.09253621186,-0.046432673990378426,-0.03836644210444218
