Date,Portfolio Value,BIST30 Value,Portfolio pct_change,BIST30 pct_change
2022-10-25,100037.89496214755,100022.98850574713,0.000378949621475666,0.00022988505747134624
2022-10-26,101582.32617529244,99813.790858477,0.01543846173221941,-0.0020914956690991637
2022-10-27,100251.13970673062,98482.75862068965,-0.01310450861564938,-0.013335153653011522
2022-10-28,98861.45512017782,96839.0804597701,-0.0138620327970147,-0.016690009337068212
2022-10-31,101290.81477926327,99551.72413793103,0.024573375499402417,0.02801186943620171
