Date,Portfolio Value,BIST30 Value,Portfolio pct_change,BIST30 pct_change
2023-08-08,100077.04973366667,99134.44534405133,0.0007704973366666756,-0.008655546559486638
2023-08-09,104224.34342482276,102132.97397358778,0.041441006726249396,0.030247091403294846
2023-08-10,103972.07601760082,100236.17397793487,-0.0024204269264972433,-0.01857186686978718
2023-08-11,107619.66583755937,103603.18521215326,0.035082398656164804,0.033590779661637704
2023-08-14,107010.55216825995,103422.64799589923,-0.0056598732634871585,-0.0017425836462878763
