timestamp,ISCTR.E_price_change,YKBNK.E_price_change,interval
2022-01-18_14:26:05.301930,0.37406483790523026,0,0
2022-01-19_07:21:26.055659,0.37783375314861534,0,0
2022-01-20_12:02:14.462533,0.36809815950920033,0.24999999999999467,0.304233
2022-02-24_07:33:43.866761,0.3802281368821214,0,0
2022-02-24_07:37:57.783417,0.37974683544304,0,0
2022-02-28_07:02:44.038319,0.3712871287128605,0,0
2022-04-11_11:31:53.055926,0.665399239543718,0.0,0.005917
2022-04-13_14:59:56.149779,0.38058991436726863,0.0,0.376009
2022-04-22_13:56:08.467915,0.37037037037037646,0.0,0.000793
2022-06-10_07:28:47.549389,0.35906642728904536,0.0,0.209912
2022-06-13_14:38:13.747567,0.4393673110720586,0,0
2022-06-14_07:00:04.567436,0.39525691699604515,0.0,0.379025
2022-06-14_07:00:04.781329,0.5940594059405946,0.0,0.165132
2022-06-27_07:02:39.646077,0.43572984749455923,0,0
2022-07-04_07:00:00.416931,0.6607929515418443,0.0,0.257241
2022-07-06_14:54:34.740985,0.44943820224718767,0,0
2022-07-13_12:14:54.347992,0.4484304932735439,0,0
2022-07-13_12:34:37.302191,0.6741573033707926,0.0,0.000478
2022-07-13_14:04:06.219418,0.4484304932735439,0,0
2022-07-14_14:33:20.946636,0.44943820224718767,0,0
2022-08-05_07:00:00.152306,0.32679738562091387,0.19646365422396617,0.453142
2022-08-08_07:59:55.357500,0.31847133757962887,0,0
2022-08-09_07:17:55.047569,0.3300330033003229,0,0
2022-08-09_07:18:50.939383,0.32948929159801743,0,0
2022-08-16_12:42:24.368239,0.339558573853993,0,0
2022-08-17_07:51:09.290481,0.3072196620583778,0,0
2022-08-17_07:54:52.055375,0.30674846625766694,0.0,0.128435
2022-08-18_11:05:28.457451,0.4366812227074135,0,0
2022-08-18_11:25:06.173468,0.45180722891566827,0.0,0.293115
2022-08-18_11:25:40.391749,0.3016591251885359,-0.17301038062282892,0.145471
2022-08-18_11:25:58.055271,0.45180722891566827,0,0
2022-08-18_11:26:13.054111,0.3016591251885359,0.0,0.323397
2022-08-18_11:29:30.059332,0.3016591251885359,0.0,0.381894
2022-08-22_14:23:16.200448,0.40816326530612734,0.0,0.000312
2022-08-23_07:06:49.641307,0.5277044854881341,0.0,0.000402
2022-08-24_07:00:02.121414,0.4716981132075526,-0.31695721077653616,0.157322
2022-08-24_07:01:08.041293,0.3512880562060783,-0.15873015873015817,0.286318
2022-08-24_07:07:53.422613,0.35460992907800915,0.0,0.011194
2022-08-24_07:08:42.243922,0.35211267605634866,0.0,0.02555
2022-08-24_07:43:14.568664,0.356718192627814,0,0
2022-08-24_07:43:14.572177,0.3562945368170922,0,0
2022-08-24_12:07:01.039177,0.5102040816326481,0.0,0.016031
2022-08-24_12:07:01.040976,0.5108556832694733,0.0,0.014232
2022-08-24_12:07:01.054061,0.5095541401273884,0.0,0.001147
2022-08-26_13:37:08.462847,0.37688442211054607,0.0,0.123035
2022-08-26_14:53:22.042170,0.37878787878788955,-0.14144271570013522,0.0005
2022-08-26_14:54:07.695011,0.37783375314861534,0.14124293785311437,0.427979
2022-08-29_07:04:43.584358,0.38510911424902705,0.0,0.000341
2022-08-29_07:05:39.428548,0.38860103626943143,0.0,0.215318
2022-09-01_10:15:44.629023,0.3745318352059934,0.0,0.006132
2022-09-01_14:59:53.800064,0.3731343283582156,0.0,0.092369
2022-09-01_14:59:53.800200,0.3717472118959009,0.0,0.092233
2022-09-02_09:20:00.772459,0.3658536585365857,0,0
2022-09-05_07:07:38.588188,0.44150110375276164,0.37641154328733606,0.406153
2022-09-05_07:07:38.606662,0.330760749724357,0.37641154328733606,0.387679
2022-09-05_12:25:04.071756,0.31678986272438703,0.12360939431397266,0.026758
2022-09-05_12:25:04.073965,0.31678986272438703,0.12360939431397266,0.024549
2022-09-06_07:12:42.215054,0.30090270812437314,0.0,0.096608
2022-09-06_08:20:42.876571,0.3092783505154628,0,0
2022-09-06_08:21:08.930309,0.3051881993896277,0,0
