timestamp,KOZAL.E_price_change,IPEKE.E_price_change,interval
2023-02-06_07:00:41.202395,1.1111111111111072,0.0,0.0
2023-02-06_07:01:10.363907,0.7782101167315147,0.0,0.0
2023-02-06_07:01:11.100511,0.6801399144966913,0.0,0.0
2023-02-06_07:01:16.399739,0.6218422075398466,-0.2686366689053088,0.24833
2023-02-06_07:03:57.356770,0.5971874397996624,0.0,0.0
2023-02-06_08:03:07.017846,0.5094043887147404,0.0,0.0
2023-02-06_12:01:13.745708,0.5387071029529178,0.0,0.0
2023-02-15_07:00:00.887026,0.6715386134702683,0.3558718861210064,0.766536
2023-02-15_07:00:12.316945,0.5859375,3.1294452347083945,0.99376
2023-02-15_07:00:19.933367,0.9411764705882453,0.0,0.0
2023-02-15_07:00:20.387456,0.9803921568627416,0.0,0.0
2023-02-15_07:00:25.121604,1.3207175241474411,0.0,0.0
2023-02-15_07:00:49.981651,1.1017115876450934,0.0,0.0
2023-02-15_07:00:50.677626,0.5871990604815025,1.041666666666674,0.639547
2023-02-15_07:01:04.283397,0.7053291536050166,0.0,0.991994
2023-02-16_14:21:16.272717,0.5586592178770999,0.0,0.0
2023-02-16_14:21:36.948621,0.5395348837209379,0.0,0.0
2023-02-17_07:00:02.509285,0.5818786367414841,0.0,0.0
2023-02-17_07:00:03.472499,0.6655574043261225,0.0,0.479485
2023-02-17_07:00:20.870224,0.8333333333333304,0.0,0.0
2023-02-17_07:00:21.061542,0.8333333333333304,0.0,0.0
2023-02-17_07:00:22.044266,0.917431192660545,0.0,0.0
2023-02-17_07:01:16.175365,0.6717044500419878,0.0,0.0
2023-02-17_07:01:29.281533,0.6711409395973256,0.0,0.0
2023-02-17_07:01:35.341104,0.5025125628140614,0.0,0.0
2023-02-17_07:02:05.751717,0.5775577557755707,0.0,0.0
2023-02-17_07:02:40.043243,0.6477732793522373,0.0,0.0
2023-02-17_07:03:00.967847,0.6441223832528209,0.0,0.0
2023-02-17_07:03:01.409327,0.5631536604987941,0.0,0.0
2023-02-17_07:03:34.401187,0.8064516129032251,0.0,0.0
2023-02-17_07:04:16.084982,0.7401315789473673,0.0,0.0
2023-02-17_07:04:41.578522,0.6578947368421018,0.0,0.324647
2023-02-17_07:06:16.851807,0.8979591836734802,0.0,0.0
2023-02-17_07:17:29.541967,0.5658852061438902,0.0,0.0
2023-02-17_07:18:55.824645,0.6274509803921635,0.0,0.0
2023-02-17_07:20:23.737328,0.5413766434648082,0.0,0.0
2023-02-17_07:41:56.075032,0.5239520958083776,0.19243104554200752,0.415251
2023-02-17_07:42:24.242415,0.6716417910447747,-0.12771392081736277,0.268509
2023-02-17_07:45:42.485836,0.6864988558352492,0.06506180871828082,0.007413
2023-02-17_07:45:53.776012,1.5071590052750494,0.06497725795970855,0.566298
2023-02-17_07:47:14.896584,0.5235602094240788,0.0,0.168538
2023-02-20_07:01:45.226666,0.6116207951070374,0.0,0.0
2023-02-21_07:00:33.647844,0.5271084337349352,0.0,0.784912
2023-02-21_14:29:08.991469,0.5430566330488773,0.0,0.000616
2023-03-03_12:35:00.833578,0.5687203791469253,0.068493150684934,0.002649
2023-03-03_12:35:00.835134,0.7561436672967936,0.068493150684934,0.001093
2023-03-03_12:35:04.942349,1.3307984790874583,-0.34317089910775866,0.038841
2023-03-03_12:35:04.947156,1.799242424242431,-0.34317089910775866,0.034034
2023-03-06_07:19:44.433225,0.6802721088435382,0.0,0.024665
2023-03-06_07:19:48.007730,0.6769825918762074,0.06648936170212671,0.035063
2023-03-06_07:19:48.011213,0.8687258687258614,0.06648936170212671,0.03158
2023-03-06_07:19:48.012920,1.1560693641618602,0.06648936170212671,0.029873
2023-03-08_07:15:59.686409,0.6903353057199135,0.06493506493505663,0.002891
2023-03-08_07:15:59.687493,0.6896551724137945,0.06493506493505663,0.001807
2023-03-10_07:27:25.891166,0.7858546168958647,0.1988071570576455,0.010972
2023-03-14_07:20:54.270257,0.8482563619227168,-0.06587615283266679,0.004134
2023-03-14_07:20:54.273886,1.0328638497652642,-0.06587615283266679,0.000505
2023-03-15_10:47:03.119711,0.7889546351084853,0.21097046413502962,0.012556
2023-03-15_10:47:03.123689,0.9861932938856066,0.14054813773718422,0.008578
2023-03-15_10:47:04.931339,1.0837438423645374,0.14054813773718422,0.006826
2023-03-15_10:47:04.932086,0.6822612085769952,0.14054813773718422,0.006079
2023-03-15_10:47:04.935809,0.8780487804878057,0.0702247191011196,0.002356
2023-03-15_14:34:54.924540,0.6951340615690249,0.0,0.0
2023-03-15_14:34:56.952283,0.794438927507457,0.07067137809186885,0.003738
2023-03-20_08:00:48.018161,0.5752636625119933,0.21201413427562876,0.012877
2023-03-20_08:00:48.020091,0.5747126436781658,0.21201413427562876,0.010947
2023-03-22_08:22:07.248147,0.5899705014749346,0.0,0.0
2023-03-28_14:02:30.915259,0.6815968841285214,0.0,0.004038
2023-03-28_14:02:30.918946,0.7759456838021261,0.0,0.000351
2023-03-28_14:02:32.713424,0.9708737864077666,0.07598784194529085,0.000947
2023-03-28_14:02:32.716722,1.1594202898550732,0.0,0.0
2023-03-28_14:02:35.340504,1.449275362318847,0.0,0.001061
2023-03-28_14:02:35.344120,0.5730659025787954,0.0,0.0
2023-03-29_13:19:04.485516,0.6916996047430901,0.0,0.0
2023-03-29_13:19:06.474892,0.8893280632411127,0.23790642347343294,0.004926
2023-03-29_13:19:06.479122,0.7866273352999054,0.0,0.000696
2023-03-29_13:19:08.543111,1.1822660098522064,0.0,0.002043
2023-03-29_13:19:08.543607,0.6815968841285214,0.0,0.001547
2023-03-29_13:19:08.547692,1.9627085377821318,0.0,0.0
2023-03-29_13:19:10.375052,1.7612524461839474,0.0,0.001365
2023-03-29_13:19:12.308462,1.3645224171539905,0.0,0.001255
2023-03-29_13:19:12.311550,1.745877788554795,0.0,0.068978
2023-03-29_13:19:15.039740,1.645692158760892,0.0,0.001883
2023-03-29_13:19:15.040270,0.952380952380949,0.0,0.001353
2023-03-29_13:19:15.043976,3.6714975845410613,0.0,0.0
2023-03-29_13:19:17.420871,1.0338345864661758,-0.3167062549485289,0.003122
2023-03-29_13:19:17.421398,0.9302325581395321,-0.3167062549485289,0.002595
2023-03-29_13:19:17.425539,2.9608404966571245,0.0,0.582065
2023-03-29_13:19:17.427748,3.629417382999045,0.0,0.579856
2023-03-29_13:19:17.431619,0.6622516556291425,0.0,0.575985
2023-03-29_13:19:17.438846,1.6221374045801484,0.0,0.568758
2023-03-29_13:19:17.443215,1.8921475875118166,0.0,0.564389
2023-03-29_13:19:17.464976,0.6610009442870712,0.0,0.542628
2023-03-29_13:19:17.486208,0.6603773584905603,0.0,0.521396
2023-03-31_14:43:41.982861,0.6535947712418277,0.0,0.0
2023-03-31_14:43:44.369826,0.8403361344537785,0.0,0.006784
2023-03-31_14:43:44.370741,0.7448789571694592,0.0,0.005869
2023-03-31_14:43:44.375496,0.8356545961002881,0.0,0.001114
2023-03-31_14:43:46.541814,1.3023255813953583,0.0,0.0
2023-03-31_14:43:46.547001,1.7657992565055736,0.0,0.0
2023-03-31_14:43:46.549618,0.9285051067780881,0.0,0.0
2023-03-31_14:43:48.666676,1.8604651162790642,0.0,0.0
2023-03-31_14:43:48.671073,0.548947849954251,0.0,0.0
2023-03-31_14:43:51.526843,2.423112767940361,0.0,0.0
2023-03-31_14:43:54.417642,1.9462465245597693,0.07710100231304029,0.000967
2023-03-31_14:43:56.776807,1.85185185185186,0.0,0.0
2023-03-31_14:43:58.698001,1.85185185185186,0.0,0.0
2023-03-31_14:43:59.746191,1.9372693726937174,0.0,0.0
2023-03-31_14:44:02.497905,2.1159153633854677,0.0,0.001005
2023-03-31_14:44:02.499142,1.9266055045871644,0.0,0.0
2023-03-31_14:44:04.841882,2.389705882352944,0.0,0.0
2023-03-31_14:44:04.844882,2.2935779816513735,0.0,0.0
2023-05-03_07:29:21.096265,0.540540540540535,-0.0926784059314123,0.000393
2023-05-08_07:19:16.784032,0.5610972568578454,0.0,0.0
2023-05-11_13:55:08.932127,0.5780346820809301,0.08650519031141446,0.078257
2023-05-11_13:55:09.330442,0.6920415224913601,0.0,0.0
2023-05-15_07:30:00.410712,0.7553747821034351,-0.4472271914132353,0.539051
2023-05-15_07:30:01.073617,0.5800464037122977,0.8944543828264706,0.891955
2023-05-15_07:30:02.589513,0.5226480836237002,0.9812667261373864,0.807345
2023-05-15_07:30:03.183158,1.1560693641618602,0.1769911504424737,0.2137
2023-05-15_07:30:10.317656,0.8605851979345935,0.0,0.419956
2023-05-15_07:30:40.646385,0.9714285714285786,0.0,0.0
2023-05-15_07:30:57.483064,0.7900677200902928,-0.6890611541774394,0.038114
2023-05-15_07:31:05.407609,0.6200676437429609,0.42771599657827064,0.369402
2023-05-15_07:31:13.390703,0.5621135469364713,0.42337002540220325,0.934665
2023-05-15_07:31:34.388332,0.7286995515695116,0.0,0.154124
