timestamp,KOZAL.E_price_change,IPEKE.E_price_change,interval
2022-02-24_07:30:05.731374,0.6825938566553003,0.0,0.586259
2022-04-13_07:00:01.493079,0.5208333333333259,-0.952380952380949,0.520719
2022-04-13_07:00:01.840471,0.6964596633778353,-1.1439466158245981,0.75798
2022-06-30_14:48:59.541987,0.7075471698113178,0.0,0.0
2022-07-01_07:01:03.182721,0.5067567567567544,-0.39863325740319144,0.153229
2022-07-04_07:00:11.716790,0.8403361344537785,0.0,0.740106
2022-08-10_07:00:17.476393,1.0152284263959421,0.11111111111110628,0.840615
2022-09-07_07:00:00.388356,0.6238303181534732,-0.16648168701443034,0.007581
2022-09-15_14:36:53.151265,0.5232862375719627,0.0,0.0
2022-09-20_07:00:00.326212,0.5056179775280834,0.3248511099079643,0.158946
2022-11-22_11:06:32.687511,0.6861682918021028,0.0,0.0
2022-11-22_14:52:35.710224,0.694444444444442,0.0,0.0
2022-11-25_07:09:54.837163,0.7025761124121788,0.1071811361200492,0.618935
2022-11-25_07:09:54.838648,0.9953161592505921,0.1071811361200492,0.61745
2022-11-25_07:10:03.553697,0.7005253940455258,0.16042780748664054,0.421238
2022-11-25_07:10:03.557091,0.7280139778683692,0.16042780748664054,0.417844
2022-11-25_07:10:03.563108,1.224132905858344,0.16042780748664054,0.411827
2022-11-25_07:10:03.564160,1.544289044289049,0.16042780748664054,0.410775
2022-11-25_07:10:03.565382,1.6321772078111252,0.16042780748664054,0.409553
2022-11-25_07:10:09.995215,1.3119533527696792,-0.1068947087119243,0.000277
2022-11-25_07:10:10.293185,1.282424948994465,0.1068947087119243,0.31623
2022-11-25_07:10:17.268274,1.0449927431059436,0.31948881789136685,0.803493
2022-11-25_07:10:17.271246,1.0724637681159388,0.31948881789136685,0.800521
2022-11-25_07:10:17.272095,1.0724637681159388,0.31948881789136685,0.799672
2022-11-28_07:17:03.029909,0.5369928400954738,0.0,0.0
2022-11-28_08:25:57.190044,0.588235294117645,0.23432923257176164,0.863341
2022-12-02_07:00:46.571684,0.5016302984700349,-0.05271481286241997,0.000665
2022-12-06_07:00:12.006565,0.5119913769873419,-0.864397622906532,0.12052
2022-12-06_07:00:20.337386,0.5661903478026531,0.0,0.499318
2022-12-06_07:01:19.223162,1.4693651233712135,0.1656543346217454,0.418868
2022-12-06_07:01:49.585984,0.5867560771165126,1.106194690265494,0.73595
2022-12-06_07:01:50.435215,1.6661959898333745,-0.9407858328721597,0.578727
2022-12-06_07:24:05.060831,0.9021323127392122,0.0,0.712445
2022-12-08_07:11:43.023774,0.6521122767224163,0.05851375073142595,0.000598
2022-12-08_07:13:27.061576,0.5638567803777805,0.0,0.0
2022-12-08_07:16:19.192320,0.6961849067112169,-0.05813953488371659,0.777658
2022-12-08_07:16:40.218573,0.6107717934480839,-0.23323615160348865,0.05302
2022-12-08_08:15:10.032382,0.7886435331230235,0.0,0.0
2022-12-08_08:15:15.088884,0.5238344683080154,0.0,0.704826
2022-12-09_07:06:54.305700,1.2417638114546437,0.7751937984496138,0.668626
2022-12-09_07:07:14.497527,0.9336361342417332,0.11001100110010764,0.465184
2022-12-09_07:07:21.478003,0.5277707966825806,0.0,0.0
2022-12-13_10:51:15.101707,1.0309278350515427,0.3072196620583778,0.749928
2022-12-13_10:51:15.105401,0.9684731094168564,0.3072196620583778,0.746234
2022-12-13_10:51:18.644421,0.8865979381443401,0.0,0.0
2022-12-13_14:59:36.962879,0.7639892628535927,0.0,0.779754
2022-12-13_14:59:41.962186,0.577081615828523,0.0,0.0
2022-12-15_13:04:39.042192,0.9490940465918918,0.11129660545352582,0.003284
2022-12-15_13:05:08.717872,0.6436387041407476,0.0,0.0
2022-12-15_14:25:29.905378,0.8156256707448017,0.0,0.095211
2022-12-19_07:00:13.563969,0.5356407086938519,-0.11031439602868787,0.754588
2022-12-27_07:00:02.917011,0.776791376030439,-0.8421052631578885,0.602243
2022-12-27_07:00:06.297786,0.7930214115781098,0.6305832895428187,0.613141
2022-12-27_07:00:31.307867,0.6240249609984483,0.3143006809848137,0.859959
2022-12-27_07:00:38.042554,0.6241223279762842,-0.2617801047120505,0.536156
2022-12-27_07:00:38.420159,0.5299251870324095,-0.2617801047120505,0.158551
2022-12-27_07:14:00.607499,0.6153846153846176,0.0,0.0
2022-12-27_07:14:00.608339,0.599907706506686,0.0,0.0
2022-12-28_08:39:16.876014,0.6817426005986116,0.11173184357542443,0.0044
2022-12-28_08:39:16.876692,0.9983361064891838,0.11173184357542443,0.003722
2022-12-28_09:29:05.061830,0.5538361296628214,-0.11031439602868787,0.307546
2022-12-29_07:00:00.525870,1.0452961672473782,-0.28901734104045396,0.181082
2022-12-29_07:00:58.577131,0.5291005291005346,0.0,0.0
2022-12-29_07:04:22.442226,0.6963533076782102,-0.23529411764706687,0.856253
2022-12-29_11:02:36.662479,0.5255127987794594,0.0,0.005526
2022-12-29_12:25:31.948973,0.5576542543622942,0.0,0.0
2022-12-29_14:25:10.061133,0.7634943181818121,0.0,0.002655
2022-12-30_07:00:02.779216,0.5434782608695565,0.11428571428571122,0.31805
2022-12-30_07:06:35.932725,0.5260293850897879,-0.057045065601823985,0.682878
2023-01-02_07:00:04.004047,1.379310344827589,0.0,0.233071
2023-01-02_07:00:04.169756,0.5977796754910392,0.0,0.067362
2023-01-02_07:00:07.629139,0.6837606837606813,0.0,0.0
2023-01-02_07:00:08.275881,0.5119453924914641,0.0,0.685907
2023-01-02_07:00:22.091006,0.6490179333902724,0.0,0.0
2023-01-02_07:00:55.907270,0.6560773480662974,0.0,0.217766
2023-01-03_10:33:24.376645,0.5781250000000071,0.16882386043894915,0.533594
2023-01-05_14:01:41.089132,0.5317263381779513,0.0,0.0
2023-01-05_14:03:13.214790,0.5746094451427597,0.0,0.0
2023-01-05_14:03:20.702667,0.5714285714285783,0.0,0.0
2023-01-06_07:00:02.993885,0.7625272331154731,0.0,0.158937
2023-01-06_07:00:04.078668,0.7285974499089187,-1.103896103896096,0.712541
2023-01-06_07:00:04.711911,0.5454545454545379,-1.103896103896096,0.079298
2023-01-06_07:00:11.458661,0.5454545454545379,0.0,0.982442
2023-01-06_07:00:12.745396,0.6381039197812299,0.0,0.0
2023-01-06_07:00:17.090898,1.0401459854014528,0.0,0.938583
2023-01-06_07:00:23.198841,0.7299270072992803,0.0,0.0
2023-01-06_07:01:41.718213,0.9158878504673007,0.0,0.0
2023-01-06_07:01:41.785744,0.5587632706276713,0.0,0.0
2023-01-06_07:04:16.299488,0.6528835690968515,0.0,0.0
2023-01-06_07:05:00.998067,0.7285974499089187,0.0,0.038645
2023-01-06_07:06:03.078295,1.986044015029531,0.0,0.001646
2023-01-06_07:06:35.245595,0.7602545968882657,0.0,0.0
2023-01-06_07:06:35.932650,0.8312698974177524,0.0,0.0
2023-01-06_07:06:47.638267,0.5292872265349358,0.0,0.0
2023-01-06_09:07:04.743049,0.5177646848776973,0.0,0.006083
2023-01-06_13:32:15.208683,0.5043478260869483,0.0,0.02949
2023-01-10_07:00:02.911617,0.6464783940115737,-0.43076923076923457,0.759226
2023-01-10_07:00:03.061517,0.6300017027073057,0.6769230769230861,0.922289
2023-01-10_07:00:03.598460,0.527210884353746,0.6769230769230861,0.385346
2023-01-10_07:00:11.607567,0.5093378607809784,0.0,0.0
2023-01-10_07:00:11.760673,0.5943284088979484,0.0,0.900414
2023-01-12_09:22:53.351358,0.5025125628140614,0.0,0.0
2023-02-02_13:57:30.824263,0.561377245508976,0.0,0.0
2023-02-03_09:58:54.898003,0.8612252887062022,0.3315649867374093,0.01059
