timestamp,IPEKE.E_price_change,KOZAL.E_price_change,interval
2022-01-24_08:04:15.260280,0.5063291139240533,0.0,0.000515
2022-01-24_10:45:44.529820,0.5825242718446644,0.0,0.0
2022-01-25_11:16:17.644298,0.5369127516778427,0.0,0.094164
2022-02-22_07:06:04.979455,0.547195622435015,0.0,0.0
2022-02-22_14:53:42.204874,0.6189821182943644,0.0,0.0
2022-03-16_14:02:34.879508,0.5181347150259086,0.0,0.002769
2022-04-04_12:41:11.089837,0.6372809346786967,0.0,0.0
2022-04-05_07:28:54.528899,0.5762179151388214,0.0,0.000691
2022-04-13_07:00:02.013798,0.5692599620493288,0.0,0.194988
2022-04-13_07:00:02.339316,0.7604562737642651,-0.7549361207897842,0.047061
2022-04-13_07:00:05.884462,0.9532888465205058,0.23255813953488857,0.101558
2022-04-13_07:00:07.360337,0.5692599620493288,1.0520163646990044,0.094112
2022-04-13_07:00:11.229169,0.574162679425827,-0.2895193977996424,0.034573
2022-04-13_07:00:24.325351,0.5747126436781658,0.0,0.052379
2022-04-13_07:00:39.891017,0.5758157389635254,-0.40579710144927894,0.157109
2022-04-13_07:00:57.232646,0.7677543186180413,0.0,0.0
2022-04-13_14:58:47.065377,0.5747126436781658,0.0,0.00998
2022-04-14_07:00:11.149602,0.764087870105068,0.17730496453900457,0.24319
2022-05-16_09:53:15.631314,0.9972801450589319,0.1044386422976551,0.008659
2022-06-13_14:09:13.352554,0.547045951859948,0.0,0.0
2022-06-13_14:09:19.364593,0.654664484451728,0.0,0.0
2022-06-20_14:38:04.884941,0.5263157894736858,0.051759834368536595,0.072247
2022-06-28_14:55:05.041710,0.8484162895927572,0.05434782608695343,0.158897
2022-07-14_14:59:05.175911,0.6006006006006093,0.0,0.0
2022-08-10_07:01:00.127194,0.556792873051215,-0.12674271229404788,0.19449
2022-08-18_07:00:02.495138,0.6271379703534752,0.25300442757747454,0.092366
2022-08-18_07:00:02.967731,0.5698005698005604,-0.12650221378873727,0.222098
2022-09-16_14:55:03.233839,0.5151983513652647,0.0,0.0
2022-10-06_14:05:10.407227,0.5591798695246952,0.0,0.0
2022-10-06_14:05:11.377033,0.6511627906976791,0.0,0.043965
2022-10-06_14:05:26.750472,0.9310986964618184,0.0,0.0
2022-10-06_14:31:59.763906,0.557103064066844,0.0,0.0
2022-10-17_07:00:00.235269,0.5212858384013863,0.1007556675062915,0.281291
2022-10-17_07:00:10.200676,0.60606060606061,0.0,0.0
2022-10-20_11:28:00.304041,0.5568814638027053,0.0,0.000501
2022-10-21_10:23:58.363585,0.6711409395973256,0.0,0.00065
2022-10-21_12:03:48.504562,0.6711409395973256,0.19627085377822429,0.100341
2022-10-24_07:00:02.015037,0.5177514792899407,0.049554013875119374,0.152471
2022-10-24_07:00:04.757577,0.5908419497784312,0.0,0.02104
2022-10-24_07:00:04.816962,0.5162241887905594,0.0,0.0
2022-10-24_07:05:36.640479,0.5219985085756829,0.049554013875119374,0.006227
2022-10-24_08:27:37.216940,0.5417956656346812,0.0,0.0
2022-10-25_10:28:38.576652,1.388888888888884,0.050813008130079496,0.009714
