timestamp,KOZAA.E_price_change,IPEKE.E_price_change,interval
2022-01-03_08:35:38.804488,0.3717472118959009,0.07137758743753775,0.000737
2022-01-05_14:05:59.648328,0.49358341559724295,0.0,0.0
2022-01-06_10:54:28.029907,0.38797284190106307,0.0,0.0
2022-01-10_07:50:23.995095,0.38610038610038533,0.0,0.001163
2022-01-17_07:09:46.176336,0.36832412523020164,0.06544502617800152,0.246722
2022-01-17_11:19:53.010605,0.4332755632582286,0.06230529595014911,0.190804
2022-01-21_07:42:27.685206,0.3568242640499486,0.0,0.606373
2022-01-24_11:01:33.397867,0.36429872495447047,0.06535947712418277,0.775425
2022-01-28_09:00:04.938417,0.340136054421758,0.0,0.001242
2022-02-01_14:40:05.252205,0.34602076124568004,0.0,0.000568
2022-02-03_13:59:16.902181,0.5499541704858002,0.13550135501354532,0.042919
2022-02-08_08:00:11.318747,0.7352941176470562,0.0,0.000608
2022-02-24_07:37:42.407413,0.4990019960079861,-0.14970059880239361,0.021971
2022-02-25_07:00:01.551785,0.5615109749872449,0.07593014426727773,0.05033
2022-02-25_07:00:03.643299,0.5102040816326481,-0.6106870229007688,0.958816
2022-03-07_07:00:03.657503,0.35460992907800915,0.4666666666666597,0.461763
2022-03-08_07:00:16.741165,0.32388663967610754,0.30902348578492056,0.258739
2022-03-08_07:00:19.349462,0.32388663967610754,0.6811145510835948,0.746784
2022-03-08_07:01:03.632892,0.3225806451612856,-0.6116207951070374,0.409052
2022-03-08_07:01:10.853151,0.3223207091055613,-0.3669724770642091,0.972643
2022-03-08_07:01:27.353235,0.3223207091055613,-0.3671970624234966,0.347918
2022-03-08_07:05:05.138918,0.3197442046362964,0.1825928180158254,0.495214
2022-03-09_07:00:33.705580,0.3679175864606421,0.2852253280091199,0.395353
2022-03-09_07:08:54.981108,0.3759398496240518,-0.46511627906977715,0.670727
2022-03-09_07:08:57.757172,0.3005259203606281,0.2900232018561377,0.51786
2022-03-09_07:09:04.995549,0.30030030030030463,-0.058004640371223104,0.07145
2022-03-09_08:06:13.064958,0.30935808197989356,0.17878426698449967,0.735857
2022-03-09_08:37:27.446722,0.31055900621117516,0.1809408926417344,0.156869
2022-03-09_08:38:39.888836,0.30935808197989356,-0.06020469596628164,0.025225
2022-03-09_13:16:43.768184,0.31695721077653616,0.06195786864930941,0.52683
2022-03-10_07:09:10.945040,0.3159557661927437,0.24783147459728205,0.008707
2022-03-11_07:15:10.762757,0.31152647975076775,0.18820577164366803,0.897658
2022-03-11_10:12:52.909511,0.3028009084027339,0.0,0.20595
2022-03-11_13:00:02.398168,0.8814102564102644,0.25396825396826195,0.004571
2022-03-11_13:00:02.398900,0.3177124702144596,0.25396825396826195,0.003839
2022-03-11_13:13:10.155759,0.3197442046362964,0.0,0.0
2022-03-14_14:59:17.691182,0.33333333333334103,0.0,0.517265
2022-03-15_07:07:28.687381,0.41356492969395475,0.12845215157353262,0.572368
2022-03-23_08:13:20.006220,0.3039513677811634,0.0,0.003203
2022-04-04_07:52:50.569845,0.3599712023038215,-0.1071811361200492,0.73399
2022-04-04_08:00:37.104271,0.35612535612534746,0.05324813631522041,0.769659
2022-04-12_07:01:45.460344,0.34129692832765013,0.1031459515214106,0.724733
2022-04-13_07:00:02.780494,0.31948881789136685,-1.7257909875359578,0.099251
2022-04-13_07:00:06.384998,0.4481434058898781,-1.6299137104506256,0.975339
2022-04-13_07:00:07.015262,0.6393861892583175,-1.6299137104506256,0.345075
2022-04-13_07:00:12.111457,0.3209242618742003,-0.3820439350525229,0.063302
2022-04-13_07:00:13.889366,0.5121638924455718,0.2862595419847347,0.66699
2022-04-13_07:00:58.849027,0.31948881789136685,-0.5747126436781658,0.903908
2022-04-13_11:43:30.702539,0.3215434083601254,-0.19493177387914784,0.474724
2022-04-14_07:00:07.876313,0.381436745073116,1.4423076923076872,0.273289
2022-04-14_07:02:01.031310,0.38046924540267035,0.2887391722810495,0.299224
2022-04-18_07:19:21.648883,0.30030030030030463,-0.1808318264014508,0.000741
2022-04-25_07:00:00.456021,0.920447074293218,-0.3976143141153132,0.315222
2022-04-25_07:00:00.751260,0.4587155963302836,-0.3976143141153132,0.019983
2022-05-12_09:47:06.313642,0.3674219228414044,0.0,0.464144
2022-05-18_13:59:57.372287,0.31172069825435855,0.0,0.0
2022-06-03_14:59:49.453415,0.3209242618742003,0.0,0.356955
2022-06-07_14:59:33.794678,0.3807106598984866,0.0,0.0
2022-06-08_14:36:19.040059,0.4761904761904745,0.0,0.0
2022-06-08_14:37:07.002262,0.344589937973816,0.0,0.0
2022-06-08_14:37:49.462416,0.41987403778867005,0.0,0.0
2022-06-08_14:55:14.613691,0.34482758620688614,-0.420831141504463,0.76544
2022-06-13_07:23:18.641718,0.3576537911301969,-0.10787486515642097,0.000675
2022-06-17_12:50:29.078809,0.3436426116838476,0.10576414595451222,0.002134
2022-06-20_14:46:59.841971,0.34482758620688614,0.10526315789474161,0.004953
2022-06-27_07:00:31.024905,0.5843681519357213,0.16574585635358297,0.769817
2022-06-30_14:50:20.503402,0.7025761124121788,0.0,0.0
2022-06-30_14:50:56.426360,0.78125,0.0,0.0
2022-06-30_14:51:25.115918,0.8600469116497367,0.0,0.0
2022-06-30_14:51:58.933280,0.3117692907248726,0.0,0.0
2022-07-01_07:01:05.861143,0.3695491500369519,-0.4550625711035261,0.394725
2022-07-06_14:41:02.510338,0.3039513677811634,0.0,0.500793
2022-07-06_14:41:15.971051,0.37878787878788955,0.0,0.000878
2022-07-06_14:42:38.370426,0.30211480362538623,0.05750431282345314,0.49504
2022-07-08_07:00:00.539669,0.30464584920031346,0.05783689994216523,0.159675
2022-07-14_11:45:34.968838,0.46874999999999556,0.0,0.000852
2022-07-18_07:03:03.101862,1.5936254980079667,0.23529411764706687,0.001886
2022-07-18_07:03:03.104978,0.3949447077409074,-0.17647058823528905,0.004534
2022-07-18_07:03:03.107941,0.39463299131807794,-0.17647058823528905,0.001571
2022-07-18_07:03:17.241571,1.0301109350237647,0.11778563015312216,0.001049
2022-07-28_07:01:32.884459,0.3607503607503615,0.16968325791855143,0.831663
2022-07-29_07:59:36.024031,0.5061460592914013,0.05724098454493731,0.011269
2022-08-08_07:00:03.690993,0.4084411164057222,0.16657412548584105,0.849698
2022-08-11_09:03:42.918736,0.853374709076804,0.1191185229303171,0.184478
2022-09-07_14:38:22.277320,0.7601935038009655,-0.31612223393044925,0.07912
2022-09-07_14:38:22.277595,0.4801097393690057,-0.31612223393044925,0.078845
2022-09-07_14:38:22.279248,0.7549759780370646,-0.31612223393044925,0.077192
2022-09-08_07:00:07.242751,0.46204620462046986,0.31136481577582753,0.749138
2022-09-08_12:45:50.057069,0.3313452617627499,0.10309278350515427,0.382179
2022-09-08_14:47:25.579678,0.4701141705842904,0.0,0.97547
2022-09-14_07:00:00.374754,0.6276150627614996,0.5835543766578244,0.223449
2022-09-14_07:00:00.845436,0.488485694347518,0.5835543766578244,0.752767
2022-09-14_07:00:03.368021,0.34843205574912606,0.5302226935312904,0.360397
2022-09-14_07:00:05.731091,0.6997900629811094,-0.5835543766578244,0.997327
2022-09-14_09:59:28.683436,0.3566333808844524,0.0,0.725691
2022-09-14_10:19:40.454333,0.35211267605634866,0.0,0.0
2022-09-15_14:21:21.712439,0.3324468085106336,0.10261672652642773,0.000913
2022-09-20_07:00:00.484699,0.35460992907800915,0.7579859231185759,0.275516
2022-09-20_07:00:00.860358,0.3543586109142405,0.7579859231185759,0.899857
2022-09-20_07:00:01.669236,0.7773851590106018,0.32345013477088624,0.090979
2022-09-20_07:00:08.499921,0.5641748942172065,-0.5390835579514919,0.361764
2022-09-20_07:00:10.622049,0.6311360448807868,-0.5390835579514919,0.239636
2022-09-21_07:03:39.889862,0.35385704175512345,0.0,0.007045
2022-09-21_07:03:43.896388,0.35335689045936647,0.05296610169491789,0.344605
2022-09-21_13:25:34.144398,0.34129692832765013,0.20865936358893666,0.094272
2022-09-21_13:43:35.028499,0.40431266846361336,-0.10319917440659854,0.263699
2022-09-21_14:56:12.545035,0.7412398921832875,0.20746887966804906,0.719595
2022-09-21_14:56:13.657610,0.3355704697986628,0.20736132711249855,0.185023
2022-09-21_14:57:02.977813,0.40322580645162365,-0.10378827192527584,0.625882
2022-09-23_14:52:08.744589,0.47201618341199403,-0.05136106831022946,0.002261
2022-09-27_12:43:43.879733,0.4160887656033285,0.10362694300518616,0.005975
2022-09-29_14:33:23.043490,0.38461538461538325,-0.05564830272677401,0.820402
2022-09-29_14:43:10.412464,0.3012048192771122,0.0,0.0
2022-09-30_07:47:24.099311,0.30326004548901775,0.0,0.0
2022-09-30_08:17:06.829976,0.30188679245282124,0.0,0.000858
2022-10-06_07:02:04.720963,0.34746351633079264,0.20000000000000018,0.622097
2022-10-12_07:11:35.025696,0.328947368421062,0.0,0.0
2022-10-17_07:12:40.622440,0.31230480949406836,0.0,0.883113
2022-10-17_07:15:54.064071,0.3095975232198178,0.0,0.20814
2022-10-17_07:22:58.198578,0.3669724770642091,0.0,0.855871
2022-10-17_14:08:37.174100,0.3597122302158251,0.0,0.0
2022-10-18_07:36:19.627668,0.3012048192771122,-0.15860428231562196,0.011524
2022-10-18_13:15:01.305983,0.41249263406011316,0.3005259203606281,0.800596
2022-10-18_14:14:01.843325,0.36496350364962904,-0.39215686274509665,0.143184
2022-10-18_14:14:15.121355,0.4857316332726125,0.23547880690737433,0.11193
2022-10-18_14:14:24.339926,0.5451241671714069,-0.23566378633150808,0.073996
2022-10-18_14:14:27.617934,0.4842615012106588,0.2358490566037652,0.296786
2022-10-18_14:14:49.994641,0.3616636528029016,0.15698587127157548,0.297244
2022-10-19_08:34:26.669894,0.36832412523020164,-0.15748031496063408,0.012349
2022-10-19_08:51:19.331357,0.3694581280788256,0.0789265982636067,0.002055
2022-10-19_12:20:45.470813,0.31152647975076775,0.0,0.628805
2022-10-19_14:42:23.862023,0.37476577139288203,-0.08077544426494665,0.813507
2022-10-21_13:56:14.719830,0.30543677458765295,0.0,0.098682
2022-10-24_14:54:46.148373,0.31347962382444194,0.15491866769945517,0.000995
2022-10-25_07:00:03.496994,0.31055900621117516,0.38520801232666546,0.448945
2022-10-31_14:40:37.386201,0.3144654088050425,0.29784065524944836,0.912932
2022-10-31_14:40:37.386845,0.31347962382444194,0.29784065524944836,0.912288
2022-10-31_14:40:37.390261,0.37641154328733606,0.29784065524944836,0.908872
2022-11-02_07:02:01.492412,0.3113325031133263,-0.14760147601475815,0.012045
2022-11-02_12:23:45.589891,0.3651856360316508,0.14265335235377208,0.001968
2022-11-07_07:00:03.361597,0.3510825043885335,0.33783783783782884,0.922247
2022-11-07_14:36:48.993524,0.4451864218141255,0.19788918205805306,0.972463
2022-11-07_14:36:48.997230,0.33351862145636346,0.13183915622940745,0.968757
2022-11-09_07:00:16.470235,0.330760749724357,0.205479452054802,0.965749
2022-11-09_12:42:15.603825,0.3222341568206222,0.12886597938144284,0.007776
2022-11-09_13:30:16.554871,0.7080610021786393,0.19646365422396617,0.32515
2022-11-09_13:30:29.618240,0.4354926510615087,0.06535947712418277,0.570746
2022-11-11_07:00:08.067637,1.5706806282722585,-0.3232062055591456,0.447312
2022-11-11_07:59:36.446561,0.3205128205128194,0.1306335728282093,0.502732
2022-11-16_08:57:45.887530,0.324324324324321,0.0,0.001197
2022-11-16_14:19:39.287832,0.31007751937983663,-0.1280409731113874,0.968192
2022-11-16_14:59:31.498560,0.31512605042016695,0.13029315960912946,0.500737
2022-11-17_07:00:06.206027,0.47095761381474865,-0.06426735218509894,0.770278
2022-11-17_07:02:41.445156,0.31282586027112647,0.06497725795970855,0.286666
2022-11-17_12:56:53.216923,0.30991735537189147,0.1293661060802087,0.026006
2022-11-17_13:25:10.401200,0.3613835828600864,0.0,0.0
2022-11-17_13:25:10.402106,0.3095975232198178,0.0,0.0
2022-11-22_10:37:46.035776,0.3004506760140302,0.06108735491752171,0.261693
2022-11-24_11:18:33.589287,0.4068716094032476,0.5717552887364308,0.31135
2022-11-25_07:00:00.666627,0.3054101221640515,1.3698630136986356,0.892784
2022-11-25_07:00:24.173030,0.5637467476149238,-0.37981551817689585,0.169319
2022-11-25_07:01:34.396937,0.48076923076922906,-0.1103752759381793,0.473396
2022-11-25_08:20:00.818023,0.4444444444444473,0.22321428571427937,0.383638
2022-11-25_08:28:12.179622,0.3527336860670305,-0.16666666666667052,0.203331
2022-11-28_07:00:00.729528,0.45351473922903285,-0.4481792717086819,0.226311
2022-11-28_12:05:03.891729,0.3089143865842914,0.2279202279202197,0.921252
2022-11-29_08:12:31.773188,0.3991130820399036,-0.11474469305794432,0.001888
2022-11-29_14:55:43.543904,0.44642857142858094,0.0,0.899172
2022-12-02_07:00:18.652387,0.3883495145631022,-0.4759386567953383,0.944091
2022-12-02_07:00:27.559562,0.4849660523763344,0.21119324181626542,0.911609
2022-12-02_07:02:22.277051,0.38797284190106307,0.21186440677967155,0.198868
2022-12-02_12:54:41.786897,0.3891050583657574,0.05305039787797394,0.001446
2022-12-05_07:03:53.070234,0.3816793893129722,-0.263296471827279,0.088829
2022-12-05_07:04:28.237544,0.3802281368821214,0.1577287066246047,0.893567
2022-12-05_12:16:26.830314,0.3250711093051528,0.16137708445400634,0.846422
2022-12-06_13:26:40.637834,0.33444816053511683,0.0,0.175642
