timestamp,YKBNK.E_price_change,AKBNK.E_price_change,interval
2022-01-18_14:25:42.979814,0.5050505050504972,0.0,0.025947
2022-02-24_07:33:57.140481,0.5464480874316946,0.0,0.200674
2022-02-25_07:00:02.236446,0.557103064066844,-0.1404494382022392,0.193052
2022-04-27_11:31:33.804588,0.40733197556008793,0.0,0.000371
2022-06-08_14:54:11.903434,0.43572984749455923,0.0,0.0
2022-08-05_14:54:57.258338,0.3809523809523707,0.0,0.072779
2022-08-16_12:40:06.367096,0.3809523809523707,0.0,0.0
2022-08-17_14:07:12.947797,0.3361344537815114,0.0,0.000489
2022-08-18_07:00:02.196470,0.3350083752093891,0.2666666666666595,0.249428
2022-08-18_11:02:31.488475,0.34482758620688614,0.0,0.0
2022-08-18_11:02:43.346586,0.34602076124568004,-0.27272727272726893,0.000317
2022-08-22_07:02:18.886151,0.35906642728904536,0.0,0.0
2022-08-22_07:02:33.300675,0.35842293906809264,0.0,0.000441
2022-08-24_07:00:21.166804,0.31746031746031633,-0.17316017316018062,0.026807
2022-08-24_07:00:22.613743,0.31746031746031633,-0.08658008658009031,0.165824
2022-08-26_13:14:59.615390,0.4341534008682979,0.0,0.002949
2022-08-26_13:39:42.100235,0.42313117066290484,0.0,0.004886
2022-08-26_14:36:26.833975,0.4373177842565523,0.0,0.079078
2022-08-26_14:37:27.790852,0.43859649122806044,0.0,0.148098
2022-08-26_14:38:04.423154,0.43923865300146137,0.0,0.204922
2022-08-26_14:38:08.292285,0.4373177842565523,0.0,0.0
2022-08-26_14:39:13.116769,0.4322766570605152,-0.16286644951140072,0.013727
2022-08-26_14:39:48.732546,0.5805515239477588,-0.24650780608053147,0.245681
2022-08-26_14:40:08.296367,0.43923865300146137,0.0,0.006036
2022-08-26_14:40:19.870191,0.43795620437956373,0.0,0.0
2022-08-26_14:40:28.355331,0.43923865300146137,0.0,0.0
2022-08-26_14:49:10.048136,0.4366812227074135,0.0,0.000541
2022-09-05_12:41:56.328289,0.364077669902918,0.0,0.002752
2022-09-06_08:16:56.498716,0.3745318352059934,0.13651877133105117,0.03714
2022-09-06_08:17:01.187826,0.3745318352059934,-0.13633265167007913,0.004422
2022-09-06_08:17:05.116435,0.3745318352059934,0.0,0.211132
2022-09-07_07:00:39.292355,0.366300366300365,0.0,0.052917
2022-09-07_07:01:56.533414,0.4932182490752224,0.1310615989515096,0.265323
2022-09-08_13:22:08.006491,0.3525264394829586,0.0,0.051423
2022-09-09_07:01:19.353579,0.3571428571428559,-0.1323626737260053,0.107718
2022-09-12_07:01:19.566503,0.41536863966771254,0.0,0.055197
2022-09-12_07:01:19.571084,0.31088082901553626,0.0,0.050616
2022-09-12_07:01:35.723187,0.31088082901553626,0.0,0.083957
2022-09-12_07:14:57.743385,0.31612223393044925,0.0,0.000498
2022-09-12_07:17:18.613487,0.4319654427645814,-0.12445550715618481,0.112128
2022-09-13_07:04:28.816832,0.40816326530612734,-0.05617977528089568,0.101665
2022-09-13_07:04:28.819661,0.3058103975535076,-0.05617977528089568,0.098836
2022-09-13_07:13:05.576987,0.4077471967380175,-0.056022408963585235,0.039091
